S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,4,369.00,360.00,365.00,813.00,295785.00,370.00,-5.00
2,Agricultural Development Bank Limited,40,663.00,655.00,658.00,7572.00,4988530.00,665.00,-7.00
3,Alpine Development Bank Limited,16,550.00,520.00,545.00,1431.00,767564.00,530.00,15.00
4,Api Power Company Ltd.,89,659.00,634.00,637.00,5559.00,3544101.00,658.00,-21.00
5,Araniko Development Bank Limited,13,249.00,244.00,245.00,3230.00,799035.00,252.00,-7.00
6,Arun Valley Hydropower Development Co. Ltd.,25,315.00,303.00,308.00,7797.00,2410337.00,306.00,2.00
7,Asian Life Insurance Co. Limited,15,1390.00,1345.00,1370.00,3005.00,4100853.00,1380.00,-10.00
8,Bhaktapur Finance Co. Ltd.,8,169.00,164.00,166.00,993.00,164905.00,170.00,-4.00
9,Bhargav Bikash Bank Ltd.,6,348.00,340.00,348.00,1390.00,476690.00,342.00,6.00
10,Biratlaxmi Bikas Bank Limited,14,400.00,399.00,399.00,8226.00,3289974.00,395.00,4.00
11,Butwal Power Company Limited,10,630.00,616.00,630.00,2918.00,1816976.00,616.00,14.00
12,Central Finance Co. Ltd.,2,233.00,233.00,233.00,400.00,93200.00,237.00,-4.00
13,Century Commercial Bank Ltd.,56,377.00,373.00,376.00,18919.00,7074628.00,375.00,1.00
14,Chhimek Laghubitta Bittiya Sanstha Limited,11,1830.00,1807.00,1820.00,2143.00,3903106.00,1815.00,5.00
15,Chilime Hydropower Company Limited,74,1364.00,1327.00,1349.00,13219.00,17873751.00,1345.00,4.00
16,Citizen Investment Trust,4,3900.00,3880.00,3880.00,1128.00,4396200.00,3910.00,-30.00
17,Citizens Bank International Limited,124,729.00,716.00,716.00,33174.00,23926121.00,725.00,-9.00
18,Civil Laghubitta Bittiya Sanstha Ltd.,18,1170.00,1150.00,1169.00,905.00,1053350.00,1170.00,-1.00
19,Country Development Bank Ltd.,8,215.00,208.00,210.00,1792.00,380488.00,217.00,-7.00
20,Deprosc Laghubitta Bittiya Sanstha Limited,123,2988.00,2790.00,2790.00,16063.00,45913553.00,2894.00,-104.00
21,Deva Bikas Bank Limited,8,228.00,225.00,228.00,2535.00,576737.00,225.00,3.00
22,Everest Bank Limited,58,2710.00,2690.00,2705.00,9578.00,25843209.00,2706.00,-1.00
23,Everest Bank Limited Con. Pref.,2,1479.00,1450.00,1479.00,76.00,110490.00,1450.00,29.00
24,Everest Insurance Co. Ltd.,3,1255.00,1250.00,1255.00,300.00,375500.00,1251.00,4.00
25,Excel Development Bank Ltd.,7,539.00,529.00,532.00,753.00,401296.00,550.00,-18.00
26,First Micro Finance Laghubitta Bittiya Sanstha Limited,43,1178.00,1158.00,1172.00,14411.00,16803964.00,1151.00,21.00
