S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,8,183.00,180.00,183.00,2593.00,471180.00,179.00,4.00
2,Agricultural Development Bank Limited,32,483.00,480.00,480.00,3389.00,1629028.00,479.00,1.00
3,Alpine Development Bank Limited,7,147.00,142.00,147.00,220.00,31560.00,143.00,4.00
4,Apex Development Bank Ltd.,11,124.00,122.00,124.00,409.00,50146.00,124.00,0.00
5,Araniko Development Bank Limited,9,130.00,128.00,130.00,1240.00,160920.00,128.00,2.00
6,Arun Valley Hydropower Development Co. Ltd.,13,468.00,450.00,468.00,4374.00,2032645.00,459.00,9.00
7,Asian Life Insurance Co. Limited,42,900.00,826.00,900.00,7430.00,6601905.00,826.00,74.00
8,Bank of Kathmandu Ltd.,30,556.00,550.00,551.00,7932.00,4377224.00,555.00,-4.00
9,Bright Development Bank Ltd,1,138.00,138.00,138.00,60.00,8280.00,140.00,-2.00
10,Business Universal Development Bank Ltd.,4,158.00,150.00,150.00,3656.00,550031.00,157.00,-7.00
11,Butwal Power Company Limited,10,810.00,800.00,800.00,1409.00,1131295.00,800.00,0.00
12,Chhimek Laghubitta Bittiya Sanstha Limited,10,920.00,890.00,920.00,4926.00,4444908.00,887.00,33.00
13,Chilime Hydropower Company Limited,175,1908.00,1891.00,1899.00,25822.00,49031577.00,1890.00,9.00
14,Citizen Investment Trust,7,3410.00,3360.00,3405.00,399.00,1349040.00,3348.00,57.00
15,Citizens Bank International Limited,51,441.00,424.00,429.00,15063.00,6497747.00,430.00,-1.00
16,Clean Energy Development Bank Limited,4,249.00,246.00,246.00,1356.00,337106.00,246.00,0.00
17,Corporate Development Bank Limited,3,105.00,105.00,105.00,120.00,12600.00,105.00,0.00
18,Country Development Bank Ltd.,15,105.00,103.00,103.00,510.00,53170.00,102.00,1.00
19,Deprosc Laghubitta Bittiya Sanstha Limited,4,990.00,966.00,990.00,1810.00,1785900.00,948.00,42.00
20,Everest Bank Limited,39,2214.00,2175.00,2190.00,7615.00,16675316.00,2180.00,10.00
21,Everest Bank Limited Con. Pref.,1,758.00,758.00,758.00,207.00,156906.00,773.00,-15.00
22,Excel Development Bank Ltd.,4,540.00,520.00,540.00,256.00,136580.00,520.00,20.00
23,First Micro Finance Laghubitta Bittiya Sanstha Limited,4,651.00,651.00,651.00,196.00,127596.00,639.00,12.00
24,Gandaki Bikas BankLimited,1,189.00,189.00,189.00,200.00,37800.00,186.00,3.00
25,Garima Bikas Bank Limited,16,270.00,255.00,268.00,8422.00,2167975.00,257.00,11.00
26,Gaurishankar Development Bank Ltd.,29,166.00,159.00,160.00,602.00,97984.00,162.00,-2.00
27,Grand Bank Nepal Limited,14,277.00,267.00,277.00,6193.00,1684753.00,263.00,14.00
28,Gurans Life Insurance Company Ltd.,109,473.00,436.00,465.00,22355.00,10388416.00,430.00,35.00
29,Hama Merchant & Finance Ltd.,5,107.00,106.00,107.00,260.00,27780.00,107.00,0.00
30,Himalayan Bank Limited,5,824.00,816.00,824.00,502.00,413182.00,810.00,14.00
31,Himalayan General Insurance Co. Ltd,12,426.00,410.00,414.00,1853.00,764944.00,402.00,12.00
32,ICFC Finance Limited,5,240.00,233.00,240.00,1752.00,413964.00,232.00,8.00
33,Infrastructure Development Bank Ltd.,9,119.00,115.00,119.00,3946.00,462758.00,117.00,2.00
34,International Development Bank Ltd,7,159.00,152.00,152.00,5907.00,915854.00,156.00,-4.00
35,International Leasing & Finance Co. Ltd.,5,231.00,225.00,231.00,4817.00,1104001.00,229.00,2.00
36,Janaki Finance Company Limited,3,300.00,295.00,296.00,515.00,153225.00,295.00,1.00
37,Janata Bank Nepal Ltd.,17,282.00,278.00,280.00,6574.00,1837557.00,278.00,2.00
38,Jebils Finance Ltd.,2,119.00,119.00,119.00,1000.00,119000.00,117.00,2.00
39,Jyoti Bikas Bank Limited,35,149.00,143.00,145.00,5640.00,819910.00,143.00,2.00
40,Kailash Bikas Bank Ltd.,10,323.00,300.00,323.00,11885.00,3716029.00,306.00,17.00
41,Kakre Bihar Bikash Bank Ltd,1,181.00,181.00,181.00,10.00,1810.00,178.00,3.00
42,Kalika Laghubitta Bittiya Sanstha Ltd,18,715.00,690.00,704.00,478.00,338562.00,705.00,-1.00
43,Kamana Sewa Bikas Bank Limited,1,265.00,265.00,265.00,10.00,2650.00,260.00,5.00
44,Kanchan Development Bank Limited,2,197.00,194.00,194.00,345.00,66975.00,194.00,0.00
45,Kaski Finance Limited,2,173.00,170.00,173.00,144.00,24624.00,167.00,6.00
46,Kasthamandap Development Bank Limited,9,98.00,96.00,98.00,829.00,80328.00,96.00,2.00
47,Kumari Bank Limited,1,425.00,425.00,425.00,286.00,121550.00,433.00,-8.00
48,Laxmi Bank Limited,2,470.00,470.00,470.00,212.00,99640.00,461.00,9.00
49,Life Insurance Corporation (Nepal) Limited,9,2918.00,2850.00,2850.00,542.00,1558252.00,2805.00,45.00
50,Lumbini Bikas Bank Ltd.,18,110.00,108.00,108.00,1820.00,199170.00,108.00,0.00
51,Lumbini Finance Ltd.,11,209.00,193.00,209.00,703.00,144584.00,190.00,19.00
52,Lumbini General Insurance Co. Ltd.,12,342.00,334.00,334.00,2410.00,816656.00,336.00,-2.00
53,Machhapuchhre Bank Limited,33,480.00,466.00,477.00,20289.00,9521811.00,461.00,16.00
54,Manaslu Bikas Bank Ltd.,2,133.00,131.00,131.00,1282.00,168310.00,135.00,-4.00
55,Mega  Bank Nepal Ltd.,97,408.00,398.00,401.00,12550.00,5061926.00,400.00,1.00
56,Miteri Development Bank Limited,12,416.00,386.00,416.00,965.00,384941.00,379.00,37.00
57,Muktinath Bikas Bank Ltd.,14,560.00,530.00,560.00,2819.00,1548590.00,525.00,35.00
58,Nabil Balance Fund 1,22,11.92,11.15,11.92,51535.00,589699.00,11.45,0.47
59,Nabil Bank Limited,13,2000.00,1961.00,1989.00,2242.00,4433255.00,1960.00,29.00
60,NABIL Bank Limited Promotor Share,5,1285.00,1265.00,1285.00,826.00,1055136.00,1260.00,25.00
61,Narayani National Finance Limited,1,214.00,214.00,214.00,200.00,42800.00,210.00,4.00
62,National Hydro Power Company Limited,38,142.00,136.00,137.00,52050.00,7182000.00,137.00,0.00
63,National Life Insurance Co. Ltd.,187,2814.00,2625.00,2666.00,33424.00,89851743.00,2600.00,66.00
64,Naya Sarathi Laghubitta Bittiya Sanstha Limited,2,598.00,598.00,598.00,20.00,11960.00,598.00,0.00
65,Nepal Bangladesh Bank Limited,28,610.00,600.00,604.00,6794.00,4099277.00,600.00,4.00
66,Nepal Bank Limited,38,321.00,310.00,317.00,153382.00,47664713.00,320.00,-3.00
67,Nepal Credit And Commercial Bank Limited,21,425.00,420.00,424.00,10576.00,4457295.00,420.00,4.00
68,Nepal Doorsanchar Company Limited,14,670.00,655.00,669.00,3590.00,2383660.00,655.00,14.00
69,Nepal Housing & Merchant Finance Ltd.,2,138.00,136.00,138.00,146.00,20128.00,134.00,4.00
70,Nepal Insurance Co. Ltd.,12,840.00,799.00,830.00,4753.00,3899550.00,784.00,46.00
71,Nepal Investment Bank Limited,35,858.00,837.00,852.00,6828.00,5782600.00,842.00,10.00
72,Nepal Life Insurance Co. Ltd.,33,5200.00,5130.00,5151.00,2293.00,11861846.00,5184.00,-33.00
73,Nepal SBI Bank Limited,11,982.00,972.00,982.00,2044.00,1998645.00,971.00,11.00
74,Nerude Laghubitta Bittiya Sanstha Limited,9,1140.00,1090.00,1136.00,795.00,886876.00,1070.00,66.00
75,NIC Asia Bank Ltd.,37,740.00,715.00,715.00,5565.00,4046433.00,721.00,-6.00
76,NIDC Capital Markets Ltd.,2,155.00,155.00,155.00,1543.00,239165.00,156.00,-1.00
77,Nilgiri Bikas Bank Limited,3,187.00,187.00,187.00,99.00,18513.00,187.00,0.00
78,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,8,1044.00,1010.00,1022.00,602.00,620649.00,1005.00,17.00
79,NLG Insurance Company Ltd.,7,769.00,742.00,769.00,2568.00,1949123.00,740.00,29.00
80,NMB Bank Limited,10,392.00,386.00,388.00,2769.00,1078715.00,385.00,3.00
81,Om Development Bank Ltd.,22,365.00,351.00,365.00,1086.00,390794.00,350.00,15.00
82,Oriental Hotels Limited,18,620.00,605.00,618.00,1190.00,730200.00,624.00,-6.00
83,Pokhara Finance Ltd.,7,185.00,173.00,185.00,5326.00,968566.00,176.00,9.00
84,Prabhu Insurance Ltd.,2,637.00,625.00,625.00,592.00,376216.00,650.00,-25.00
85,Prime Commercial Bank Ltd.,49,485.00,466.00,466.00,9320.00,4465426.00,475.00,-9.00
86,Prime Life Insurance Company Limited,73,738.00,685.00,733.00,25973.00,18907656.00,682.00,51.00
87,Professional Diyalo Bikas Bank Ltd.,9,127.00,124.00,126.00,1120.00,140360.00,122.00,4.00
88,Prudential Insurance Co. Ltd.,8,400.00,380.00,380.00,2312.00,890595.00,407.00,-27.00
89,Public Development Bank Limited,20,102.00,99.00,99.00,390.00,39280.00,102.00,-3.00
90,Rastriya Beema Company Limited,1,4235.00,4235.00,4235.00,30.00,127050.00,4152.00,83.00
91,Rising Development Bank Ltd.,16,200.00,187.00,187.00,3203.00,606985.00,204.00,-17.00
92,RMDC Laghubitta Bittiya Sanstha Ltd.,58,869.00,850.00,855.00,8551.00,7389760.00,864.00,-9.00
93,Sagarmatha Insurance Co. Ltd.,3,1210.00,1190.00,1210.00,1072.00,1283180.00,1212.00,-2.00
