S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,3,1071.00,1071.00,1071.00,150.00,160650.00,1071.00,0.00
2,10.25% NIC Asia Debenture 2083/84,1,1070.00,1070.00,1070.00,25.00,26750.00,1071.00,-1.00
3,10.5 % NEPAL INVESTMENT DEBENTURE 2082,1,1070.00,1070.00,1070.00,25.00,26750.00,1064.00,6.00
4,10.50% SBL Debenture 2082,2,1074.00,1074.00,1074.00,75.00,80550.00,1053.00,21.00
5,11% NIC Asia Debenture 082/83,2,1133.00,1132.00,1133.00,145.00,164190.00,1155.00,-22.00
6,Agricultural Development Bank Limited,186,468.00,462.00,464.00,33667.00,15636972.00,467.00,-3.00
7,Ajod Insurance Limited,371,516.00,510.00,511.00,8030.00,4104616.00,512.00,-1.00
8,Ankhu Khola Jalvidhyut Company Ltd,186,124.00,115.00,120.00,10997.00,1327421.00,116.00,4.00
9,Api Power Company Ltd.,467,246.00,236.00,245.00,212113.00,51161798.00,237.00,8.00
10,Arun Kabeli Power Ltd.,486,274.00,258.00,268.00,306703.00,82465977.00,263.00,5.00
11,Arun Valley Hydropower Development Co. Ltd.,230,254.00,246.00,251.00,106120.00,26571440.00,251.00,0.00
12,Asha Laghubitta Bittiya Sanstha Ltd,86,906.00,855.00,863.00,4616.00,3991128.00,863.00,0.00
13,Asian Life Insurance Co. Limited,46,750.00,734.00,738.00,7746.00,5727316.00,738.00,0.00
14,Bank of Kathmandu Ltd.,172,285.00,281.00,281.00,51610.00,14555252.00,282.00,-1.00
15,Barun Hydropower Co. Ltd.,84,199.00,193.00,196.00,10821.00,2125157.00,196.00,0.00
16,Best Finance Company Ltd.,179,151.00,142.00,147.00,59133.00,8702675.00,144.00,3.00
17,Bishal Bazar Company Limited,153,2575.00,2458.00,2575.00,5312.00,13637870.00,2341.00,234.00
18,Bottlers Nepal (Terai) Limited,5,6700.00,6652.00,6652.00,60.00,400370.00,6700.00,-48.00
19,Butwal Power Company Limited,131,416.00,412.00,415.00,16150.00,6696113.00,414.00,1.00
20,Central Finance Co. Ltd.,13,168.00,166.00,167.00,4725.00,787100.00,168.00,-1.00
21,Century Commercial Bank Ltd.,222,197.00,193.00,194.00,61517.00,11957848.00,196.00,-2.00
22,Chhimek Laghubitta Bittiya Sanstha Limited,126,1195.00,1183.00,1186.00,9442.00,11198415.00,1182.00,4.00
23,Chhyangdi Hydropower Ltd.,67,166.00,160.00,161.00,6876.00,1113335.00,161.00,0.00
24,Chilime Hydropower Company Limited,69,519.00,511.00,516.00,12398.00,6388379.00,514.00,2.00
25,Citizen Investment Trust,127,3767.00,3720.00,3751.00,5049.00,18873281.00,3722.00,29.00
26,Citizens Bank International Limited,219,235.00,232.00,233.00,62713.00,14663581.00,234.00,-1.00
27,Citizens Mutual Fund -1,9,9.98,9.73,9.98,16700.00,163553.00,9.81,0.17
28,Civil Bank Ltd,141,174.00,172.00,172.00,48557.00,8389675.00,174.00,-2.00
29,Civil Laghubitta Bittiya Sanstha Ltd.,46,749.00,740.00,740.00,4302.00,3192191.00,743.00,-3.00
30,Corporate Development Bank Limited,4,197.00,194.00,197.00,40.00,7810.00,197.00,0.00
31,Deprosc Laghubitta Bittiya Sanstha Limited,173,980.00,962.00,970.00,26259.00,25489231.00,970.00,0.00
32,Dibyashwori Hydropower Ltd.,109,118.00,114.00,117.00,33868.00,3887910.00,116.00,1.00
33,Everest Bank Limited,120,730.00,716.00,717.00,16992.00,12218188.00,718.00,-1.00
34,Everest Insurance Co. Ltd.,66,535.00,530.00,530.00,10955.00,5821457.00,535.00,-5.00
35,Excel Development Bank Ltd.,16,320.00,315.00,315.00,2256.00,715164.00,319.00,-4.00
36,First Micro Finance Laghubitta Bittiya Sanstha Limited,128,630.00,609.00,613.00,27572.00,16880031.00,617.00,-4.00
37,Forward Microfinance Laghubitta Bittiya Sanstha Limited,37,1607.00,1587.00,1600.00,964.00,1536823.00,1586.00,14.00
38,Ganapati Laghubitta Bittiya Sanstha Limited,42,860.00,842.00,853.00,1127.00,956618.00,859.00,-6.00
39,Garima Bikas Bank Limited,96,269.00,265.00,268.00,19272.00,5139784.00,269.00,-1.00
40,General Insurance Company Nepal Ltd,1189,548.00,535.00,536.00,17530.00,9456870.00,540.00,-4.00
41,Ghalemdi Hydro Limited,53,128.00,125.00,126.00,2050.00,258810.00,127.00,-1.00
42,Ghodighoda Laghubitta Bittiya Sanstha Ltd.,16,842.00,821.00,842.00,255.00,211125.00,849.00,-7.00
43,Global IME Bank Limited,421,308.00,291.00,293.00,84418.00,24754439.00,294.00,-1.00
44,Global IME Bank Ltd. Promoter Share,2,150.00,150.00,150.00,72530.00,10879500.00,150.00,0.00
45,Global IME Laghubitta Bittiya Sanstha Ltd.,25,1313.00,1300.00,1313.00,1347.00,1757178.00,1310.00,3.00
46,Global IME Samunnat Scheme-1,4,10.04,9.92,10.04,16747.00,167730.24,10.01,0.03
47,Goodwill Finance Limited,25,201.00,199.00,199.00,4775.00,952625.00,201.00,-2.00
48,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,127,558.00,550.00,550.00,15150.00,8376750.00,558.00,-8.00
49,Green Development Bank Ltd.,27,157.00,154.00,155.00,1860.00,289220.00,157.00,-2.00
50,Guheshowori Merchant Bank & Finance Co. Ltd.,30,191.00,180.00,184.00,4280.00,782380.00,185.00,-1.00
51,Gurans Laghubitta Bittiya Sanstha Limited,34,794.00,777.00,777.00,912.00,712168.00,792.00,-15.00
52,Gurans Life Insurance Company Ltd.,501,611.00,605.00,607.00,80756.00,49023561.00,606.00,1.00
53,Gurkhas Finance Ltd.,91,157.00,150.00,155.00,38648.00,6006707.00,153.00,2.00
54,Himal Dolakha Hydropower Company Limited,218,144.00,141.00,142.00,141312.00,20131835.00,142.00,0.00
55,Himalaya Urja Bikas Company Limited,126,208.00,195.00,198.00,11491.00,2268398.00,195.00,3.00
56,Himalayan Bank Limited,86,593.00,586.00,589.00,8402.00,4945673.00,593.00,-4.00
57,Himalayan Distillery Limited,63,1890.00,1871.00,1884.00,7390.00,13908876.00,1875.00,9.00
58,Himalayan General Insurance Co. Ltd,99,508.00,500.00,506.00,11803.00,5960935.00,506.00,0.00
59,Himalayan Power Partner Ltd.,113,215.00,210.00,215.00,4501.00,956713.00,214.00,1.00
60,Hydorelectricity Investment and Development Company Ltd,478,234.00,226.00,234.00,187796.00,43396913.00,229.00,5.00
61,ICFC Finance Limited,34,313.00,309.00,310.00,12450.00,3868956.00,313.00,-3.00
62,IME General Insurance Ltd.,35,543.00,534.00,537.00,3300.00,1771010.00,538.00,-1.00
63,Infinity Laghubitta Bittiya Sanstha Limited,66,855.00,831.00,855.00,1193.00,1009139.00,860.00,-5.00
64,Janaki Finance Company Limited,51,221.00,217.00,219.00,15139.00,3318518.00,220.00,-1.00
65,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,14,1442.00,1400.00,1405.00,989.00,1389611.00,1414.00,-9.00
66,Joshi Hydropower Development Company Ltd,85,126.00,122.00,123.00,2206.00,271998.00,125.00,-2.00
67,Jyoti Bikas Bank Limited,180,215.00,210.00,213.00,49607.00,10464254.00,211.00,2.00
68,Kalika Laghubitta Bittiya Sanstha Ltd,148,794.00,771.00,788.00,8177.00,6396587.00,779.00,9.00
69,Kalika power Company Ltd,280,200.00,184.00,200.00,33257.00,6443351.00,187.00,13.00
70,Kamana Sewa Bikas Bank Limited,152,239.00,229.00,229.00,74726.00,17351818.00,238.00,-9.00
71,Karnali Development Bank Limited,35,147.00,142.00,143.00,5554.00,795717.00,143.00,0.00
72,Khanikhola Hydropower Co. Ltd.,62,120.00,117.00,120.00,1966.00,234042.00,120.00,0.00
73,Kisan Lagubitta Bittiya Sanstha Limited,24,1085.00,1050.00,1073.00,891.00,951191.00,1060.00,13.00
74,Kumari Bank Limited,250,237.00,234.00,235.00,92248.00,21713465.00,236.00,-1.00
75,Kumari Bank Limited Promotor Share,2,106.00,106.00,106.00,69161.00,7331066.00,105.00,1.00
76,Laxmi Bank Limited,131,273.00,269.00,270.00,45586.00,12328542.00,272.00,-2.00
77,Laxmi Equity Fund,5,9.55,9.47,9.48,18000.00,170600.50,9.54,-0.06
78,Laxmi Laghubitta Bittiya Sanstha Ltd.,14,1199.00,1177.00,1180.00,1263.00,1488605.00,1181.00,-1.00
79,Laxmi Unnati Kosh,13,9.25,9.15,9.25,4100.00,37535.00,9.21,0.04
80,Liberty Energy Company Limited,301,210.00,196.00,208.00,7018.00,1450362.00,206.00,2.00
81,Life Insurance Corporation (Nepal) Limited,23,1507.00,1499.00,1499.00,3288.00,4939111.00,1504.00,-5.00
82,Lumbini Bikas Bank Ltd.,98,222.00,217.00,218.00,24527.00,5368422.00,220.00,-2.00
83,Lumbini General Insurance Co. Ltd.,61,527.00,518.00,527.00,10571.00,5520214.00,529.00,-2.00
84,Machhapuchhre Bank Limited,103,231.00,229.00,229.00,32633.00,7502628.00,232.00,-3.00
85,Mahalaxmi Bikas Bank Ltd.,70,233.00,228.00,228.00,25295.00,5805902.00,229.00,-1.00
86,Mahalxmi Bikas Bank Ltd. Promotor Share,1,109.00,109.00,109.00,211686.00,23073774.00,107.00,2.00
87,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,9,723.00,710.00,710.00,370.00,265479.00,720.00,-10.00
88,Manjushree Finance Ltd.,48,332.00,329.00,330.00,24825.00,8180958.00,329.00,1.00
89,Mega  Bank Nepal Ltd.,218,240.00,226.00,237.00,60734.00,14419367.00,237.00,0.00
