S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,7,270.00,265.00,265.00,3455.00,924650.00,275.00,-10.00
2,Agricultural Development Bank Limited,32,475.00,463.00,475.00,3543.00,1667238.00,479.00,-4.00
3,Alpine Development Bank Limited,7,306.00,290.00,306.00,650.00,192160.00,295.00,11.00
4,Apex Development Bank Ltd.,31,131.00,125.00,131.00,1989.00,253017.00,129.00,2.00
5,Araniko Development Bank Limited,53,191.00,182.00,190.00,2204.00,413587.00,194.00,-4.00
6,Arun Valley Hydropower Development Co. Ltd.,19,364.00,357.00,360.00,4313.00,1552878.00,360.00,0.00
7,Asian Life Insurance Co. Limited,6,1265.00,1250.00,1260.00,800.00,1010280.00,1265.00,-5.00
8,Bhargav Bikash Bank Ltd.,1,299.00,299.00,299.00,130.00,38870.00,305.00,-6.00
9,Biratlaxmi Bikas Bank Limited,4,322.00,316.00,321.00,862.00,276304.00,319.00,2.00
10,Bottlers Nepal (Terai) Limited,5,2370.00,2304.00,2304.00,245.00,572790.00,2380.00,-76.00
11,Business Universal Development Bank Ltd.,8,226.00,218.00,222.00,1804.00,400795.00,219.00,3.00
12,Butwal Power Company Limited,2,662.00,649.00,649.00,155.00,101245.00,650.00,-1.00
13,Central Finance Co. Ltd.,5,164.00,161.00,164.00,9465.00,1527616.00,164.00,0.00
14,Century Commercial Bank Ltd.,913,345.00,332.00,342.00,83207.00,28157669.00,338.00,4.00
15,Chhimek Laghubitta Bittiya Sanstha Limited,7,1505.00,1477.00,1488.00,1230.00,1825940.00,1477.00,11.00
16,Chilime Hydropower Company Limited,26,1688.00,1669.00,1685.00,3569.00,5992372.00,1695.00,-10.00
17,Citizen Investment Trust,6,3576.00,3540.00,3550.00,557.00,1980438.00,3576.00,-26.00
18,Citizens Bank International Limited,26,465.00,460.00,463.00,5228.00,2417571.00,469.00,-6.00
19,Civic Development Bank Ltd,2,372.00,372.00,372.00,171.00,63612.00,372.00,0.00
20,Civil Bank Ltd,20,301.00,297.00,300.00,2118.00,635462.00,300.00,0.00
21,Country Development Bank Ltd.,36,171.00,169.00,170.00,1190.00,201790.00,173.00,-3.00
22,Deprosc Laghubitta Bittiya Sanstha Limited,12,1295.00,1250.00,1280.00,5400.00,6771316.00,1270.00,10.00
23,Ekata Bikas Bank Ltd.,25,266.00,249.00,266.00,1376.00,358697.00,258.00,8.00
24,Everest Bank Limited,24,2120.00,2088.00,2120.00,4145.00,8688301.00,2130.00,-10.00
25,Everest Bank Limited Con. Pref.,1,1071.00,1071.00,1071.00,60.00,64260.00,1050.00,21.00
26,Excel Development Bank Ltd.,1,663.00,663.00,663.00,400.00,265200.00,650.00,13.00
27,First Micro Finance Laghubitta Bittiya Sanstha Limited,48,1280.00,1222.00,1253.00,8634.00,10748114.00,1199.00,54.00
28,Gandaki Bikas BankLimited,6,312.00,295.00,306.00,535.00,161986.00,290.00,16.00
29,Garima Bikas Bank Limited,75,409.00,392.00,402.00,8907.00,3563558.00,409.00,-7.00
30,Global IME Bank Limited,38,485.00,476.00,485.00,5106.00,2443943.00,491.00,-6.00
31,Goodwill Finance Limited,1,213.00,213.00,213.00,176.00,37488.00,217.00,-4.00
32,Guheshowori Merchant Bank & Finance Co. Ltd.,3,262.00,252.00,262.00,38.00,9806.00,248.00,14.00
33,Gurans Life Insurance Company Ltd.,17,571.00,556.00,560.00,3052.00,1708741.00,560.00,0.00
34,Gurkhas Finance Ltd.,11,153.00,146.00,150.00,4804.00,710730.00,144.00,6.00
35,Hama Merchant & Finance Ltd.,42,153.00,147.00,150.00,5850.00,874430.00,155.00,-5.00
36,Himalayan Bank Limited,8,935.00,900.00,935.00,1499.00,1363621.00,918.00,17.00
37,Himalayan Distillery Limited,4,749.00,735.00,735.00,340.00,251720.00,749.00,-14.00
38,Himalayan General Insurance Co. Ltd,2,486.00,477.00,477.00,192.00,92403.00,495.00,-18.00
39,ICFC Finance Limited,4,276.00,271.00,276.00,1551.00,423076.00,276.00,0.00
40,Infrastructure Development Bank Ltd.,29,199.00,195.00,195.00,7489.00,1470864.00,199.00,-4.00
41,International Development Bank Ltd,19,240.00,225.00,240.00,6614.00,1513743.00,227.00,13.00
42,Janaki Finance Company Limited,5,425.00,416.00,425.00,100.00,41960.00,408.00,17.00
43,Janata Bank Nepal Ltd.,13,280.00,275.00,277.00,1818.00,503086.00,281.00,-4.00
44,Jebils Finance Ltd.,2,195.00,192.00,195.00,70.00,13500.00,189.00,6.00
45,Jyoti Bikas Bank Limited,8,173.00,170.00,170.00,603.00,102699.00,175.00,-5.00
46,Kabeli Bikas Bank Limited,8,561.00,530.00,561.00,1803.00,993330.00,520.00,41.00
47,Kailash Bikas Bank Ltd.,2,385.00,380.00,385.00,586.00,223680.00,386.00,-1.00
48,Kakre Bihar Bikash Bank Ltd,19,335.00,300.00,335.00,2348.00,730269.00,306.00,29.00
49,Kalika Laghubitta Bittiya Sanstha Ltd,32,1005.00,990.00,992.00,2505.00,2486210.00,1005.00,-13.00
50,Kalinchowk Development Bank Ltd.,49,228.00,220.00,222.00,790.00,178817.00,224.00,-2.00
51,Kankai Bikas Bank Ltd.,3,277.00,275.00,277.00,133.00,36656.00,276.00,1.00
52,Karnali Development Bank Limited,21,239.00,230.00,235.00,560.00,131130.00,227.00,8.00
53,Kaski Finance Limited,3,225.00,222.00,225.00,456.00,102366.00,226.00,-1.00
54,Kasthamandap Development Bank Limited,21,142.00,136.00,140.00,5593.00,780097.00,142.00,-2.00
55,Kumari Bank Limited,15,404.00,400.00,402.00,5283.00,2122892.00,404.00,-2.00
56,Laxmi Bank Limited,10,540.00,534.00,535.00,2417.00,1293219.00,540.00,-5.00
57,Laxmi Laghubitta Bittiya Sanstha Ltd.,16,835.00,822.00,835.00,1278.00,1057840.00,830.00,5.00
