S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agricultural Development Bank Limited,75,449.00,438.00,443.00,23326.00,10279553.00,444.00,-1.00
2,Api Power Company Ltd.,77,673.00,635.00,644.00,3683.00,2358800.00,660.00,-16.00
3,Arun Kabeli Power Ltd.,168,375.00,364.00,368.00,13588.00,5010685.00,375.00,-7.00
4,Arun Valley Hydropower Development Co. Ltd.,36,270.00,265.00,268.00,9752.00,2601307.00,265.00,3.00
5,Asian Life Insurance Co. Limited,37,1595.00,1579.00,1590.00,4066.00,6432103.00,1593.00,-3.00
6,Bank of Kathmandu Ltd.,68,480.00,474.00,478.00,8530.00,4064231.00,477.00,1.00
7,Barun Hydropower Co. Ltd.,21,245.00,241.00,241.00,397.00,96254.00,245.00,-4.00
8,Bhargav Bikash Bank Ltd.,3,281.00,280.00,280.00,730.00,205000.00,286.00,-6.00
9,Bottlers Nepal (Terai) Limited,6,7107.00,6965.00,6965.00,80.00,560220.00,7252.00,-287.00
10,Butwal Power Company Limited,2,640.00,636.00,636.00,79.00,50284.00,640.00,-4.00
11,Central Finance Co. Ltd.,2,196.00,196.00,196.00,47.00,9212.00,200.00,-4.00
12,Century Commercial Bank Ltd.,81,258.00,253.00,255.00,10645.00,2712864.00,257.00,-2.00
13,Chhimek Laghubitta Bittiya Sanstha Limited,17,1630.00,1600.00,1630.00,1334.00,2148100.00,1600.00,30.00
14,Chhyangdi Hydropower Ltd.,30,214.00,209.00,211.00,628.00,132194.00,217.00,-6.00
15,Chilime Hydropower Company Limited,48,795.00,775.00,785.00,8692.00,6795284.00,784.00,1.00
16,Citizen Investment Trust,22,3950.00,3900.00,3905.00,3093.00,12157575.00,3921.00,-16.00
17,Citizens Bank International Limited,87,380.00,372.00,380.00,17650.00,6611474.00,380.00,0.00
18,City Express Finance Co. Limited,25,230.00,206.00,226.00,8200.00,1761800.00,218.00,8.00
19,Civil Bank Ltd,64,252.00,247.00,250.00,16448.00,4082220.00,252.00,-2.00
20,Civil Laghubitta Bittiya Sanstha Ltd.,22,1319.00,1307.00,1319.00,1505.00,1972186.00,1319.00,0.00
21,Deprosc Laghubitta Bittiya Sanstha Limited,41,1410.00,1396.00,1410.00,3464.00,4854810.00,1400.00,10.00
22,Deva Bikas Bank Limited,75,271.00,262.00,263.00,20506.00,5427954.00,266.00,-3.00
23,Dibyashwori Hydropower Ltd.,27,186.00,182.00,182.00,415.00,76403.00,189.00,-7.00
24,Everest Bank Limited,47,1375.00,1367.00,1374.00,3024.00,4142707.00,1367.00,7.00
25,Everest Bank Limited Con. Pref.,5,810.00,810.00,810.00,84.00,68040.00,810.00,0.00
26,Everest Insurance Co. Ltd.,8,2619.00,2605.00,2619.00,395.00,1030830.00,2600.00,19.00
27,Excel Development Bank Ltd.,8,710.00,692.00,706.00,1431.00,1011592.00,701.00,5.00
28,First Micro Finance Laghubitta Bittiya Sanstha Limited,44,1115.00,1098.00,1102.00,5443.00,6027934.00,1120.00,-18.00
29,Forward Microfinance Laghubitta Bittiya Sanstha Limited,182,3936.00,3800.00,3840.00,5340.00,20603338.00,3859.00,-19.00
30,Gandaki Bikas Bank Limited,65,400.00,390.00,396.00,25332.00,9978824.00,400.00,-4.00
31,Garima Bikas Bank Limited,92,280.00,270.00,273.00,22063.00,6020540.00,276.00,-3.00
32,Global IME Bank Limited,112,389.00,386.00,387.00,23358.00,9041792.00,388.00,-1.00
33,Global IME Laghubitta Bittiya Sanstha Ltd.,6,2162.00,2120.00,2162.00,221.00,470840.00,2160.00,2.00
34,Global IME Samunnat Scheme-1,9,10.05,9.91,9.95,65418.00,654367.38,10.05,-0.10
35,Goodwill Finance Limited,6,202.00,199.00,202.00,2235.00,445380.00,196.00,6.00
36,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,93,820.00,761.00,790.00,20018.00,15691908.00,836.00,-46.00
37,Green Development Bank Ltd.,33,600.00,576.00,594.00,353.00,206562.00,581.00,13.00
38,Guheshowori Merchant Bank & Finance Co. Ltd.,1,265.00,265.00,265.00,68.00,18020.00,269.00,-4.00
39,Gurans Life Insurance Company Ltd.,15,1180.00,1165.00,1166.00,1301.00,1521981.00,1180.00,-14.00
40,Guras Life Insurance Company Ltd. Promoter Share,1,0.00,0.00,0.00,45597.00,13679100.00,517.00,0.00
41,Gurkhas Finance Ltd.,2,201.00,201.00,201.00,150.00,30150.00,204.00,-3.00
42,Hamro Bikas Bank Ltd.,9,237.00,233.00,235.00,2445.00,570725.00,237.00,-2.00
43,Hathway Finance Company Limited,8,183.00,177.00,177.00,3620.00,657760.00,183.00,-6.00
44,Himalayan Bank Limited,32,925.00,912.00,925.00,3894.00,3566067.00,915.00,10.00
45,Himalayan Distillery Limited,5,1637.00,1512.00,1512.00,100.00,155790.00,1670.00,-158.00
46,Himalayan General Insurance Co. Ltd,30,819.00,808.00,813.00,2731.00,2218356.00,810.00,3.00
47,Hydorelectricity Investment and Development Company Ltd,171,190.00,183.00,185.00,20201.00,3756897.00,188.00,-3.00
48,IME General Insurance Ltd.,25,1315.00,1290.00,1294.00,2235.00,2911830.00,1290.00,4.00
49,Janaki Finance Company Limited,1,281.00,281.00,281.00,50.00,14050.00,278.00,3.00
50,Janata Bank Nepal Ltd.,97,275.00,272.00,275.00,25390.00,6934778.00,276.00,-1.00
51,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,25,3700.00,3615.00,3690.00,410.00,1501204.00,3670.00,20.00
52,Jebils Finance Ltd.,2,246.00,246.00,246.00,144.00,35424.00,251.00,-5.00
53,Jyoti Bikas Bank Limited,43,202.00,198.00,198.00,7154.00,1427012.00,201.00,-3.00
54,Kabeli Bikas Bank Limited,3,437.00,421.00,421.00,88.00,37600.00,445.00,-24.00
55,Kailash Bikas Bank Ltd.,39,316.00,313.00,313.00,8621.00,2707477.00,316.00,-3.00
