S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agricultural Development Bank Limited,69,480.00,467.00,480.00,11578.00,5457255.00,477.00,3.00
2,Alpine Development Bank Limited,7,149.00,147.00,149.00,280.00,41640.00,152.00,-3.00
3,Apex Development Bank Ltd.,114,132.00,128.00,129.00,7785.00,1003368.00,133.00,-4.00
4,Araniko Development Bank Limited,23,129.00,121.00,129.00,1130.00,138310.00,123.00,6.00
5,Arun Valley Hydropower Development Co. Ltd.,6,450.00,433.00,439.00,814.00,354961.00,450.00,-11.00
6,Asian Life Insurance Co. Limited,84,750.00,733.00,741.00,12142.00,8972958.00,751.00,-10.00
7,Bank of Kathmandu Ltd.,36,571.00,552.00,556.00,7042.00,3933305.00,555.00,1.00
8,Bottlers Nepal (Terai) Limited,1,1680.00,1680.00,1680.00,50.00,84000.00,1714.00,-34.00
9,Business Universal Development Bank Ltd.,5,147.00,144.00,145.00,13417.00,1947730.00,147.00,-2.00
10,Chilime Hydropower Company Limited,72,1690.00,1645.00,1680.00,20668.00,34171435.00,1680.00,0.00
11,Citizen Investment Trust,9,3402.00,3331.00,3331.00,360.00,1216508.00,3462.00,-131.00
12,Citizens Bank International Limited,29,450.00,442.00,445.00,5396.00,2404088.00,447.00,-2.00
13,Clean Energy Development Bank Limited,9,256.00,250.00,255.00,2046.00,516068.00,260.00,-5.00
14,Country Development Bank Ltd.,16,113.00,111.00,111.00,1160.00,130520.00,113.00,-2.00
15,Everest Bank Limited,21,2082.00,2045.00,2080.00,3111.00,6416486.00,2095.00,-15.00
16,Excel Development Bank Ltd.,1,539.00,539.00,539.00,180.00,97020.00,549.00,-10.00
17,First Micro Finance Laghubitta Bittiya Sanstha Limited,1,674.00,674.00,674.00,122.00,82228.00,687.00,-13.00
18,Gandaki Bikas Bank Limited,15,226.00,222.00,223.00,635.00,142010.00,230.00,-7.00
19,Garima Bikas Bank Limited,9,266.00,260.00,266.00,471.00,124423.00,261.00,5.00
20,Gaurishankar Development Bank Ltd.,35,157.00,148.00,153.00,472.00,72524.00,153.00,0.00
21,Goodwill Finance Limited,2,172.00,170.00,172.00,562.00,95844.00,173.00,-1.00
22,Grand Bank Nepal Limited,27,275.00,260.00,267.00,9974.00,2673703.00,265.00,2.00
23,Gurans Life Insurance Company Ltd.,28,415.00,401.00,410.00,3599.00,1472119.00,415.00,-5.00
24,Hama Merchant & Finance Ltd.,63,121.00,119.00,119.00,3830.00,460330.00,123.00,-4.00
25,Himalayan Bank Limited,3,855.00,846.00,855.00,258.00,219636.00,846.00,9.00
26,ICFC Finance Limited,9,235.00,230.00,235.00,2439.00,569203.00,226.00,9.00
27,Infrastructure Development Bank Ltd.,22,126.00,120.00,122.00,3000.00,368842.00,128.00,-6.00
28,International Development Bank Ltd,9,133.00,129.00,129.00,2342.00,308452.00,135.00,-6.00
29,International Leasing & Finance Co. Ltd.,14,225.00,215.00,221.00,8028.00,1761197.00,218.00,3.00
30,Janaki Finance Company Limited,23,300.00,294.00,300.00,4600.00,1369138.00,290.00,10.00
31,Janata Bank Nepal Ltd.,40,276.00,270.00,271.00,14979.00,4080444.00,270.00,1.00
32,Jyoti Bikas Bank Limited,30,137.00,134.00,135.00,2220.00,299910.00,139.00,-4.00
33,Kailash Bikas Bank Ltd.,2,280.00,276.00,280.00,254.00,70764.00,271.00,9.00
34,Kailash Bikas Bank Ltd. Promoter Share,8,176.00,176.00,176.00,16370.00,2881120.00,176.00,0.00
35,Kakre Bihar Bikash Bank Ltd,4,129.00,123.00,129.00,1134.00,144540.00,121.00,8.00
36,Kalika Laghubitta Bittiya Sanstha Ltd,216,775.00,730.00,765.00,2660.00,1989914.00,780.00,-15.00
37,Kamana Sewa Bikas Bank Limited,20,263.00,258.00,258.00,750.00,194400.00,265.00,-7.00
38,Kankai Bikas Bank Ltd.,18,129.00,122.00,122.00,312.00,39028.00,131.00,-9.00
39,Kaski Finance Limited,6,161.00,155.00,161.00,716.00,113794.00,152.00,9.00
40,Kasthamandap Development Bank Limited,16,102.00,100.00,100.00,915.00,92254.00,101.00,-1.00
41,Kumari Bank Limited,60,515.00,505.00,510.00,19137.00,9699970.00,508.00,2.00
42,Laxmi Bank Limited,97,591.00,565.00,585.00,26673.00,15311042.00,586.00,-1.00
43,Life Insurance Corporation (Nepal) Limited,11,2515.00,2430.00,2450.00,641.00,1573105.00,2530.00,-80.00
44,Lumbini Bikas Bank Ltd.,42,120.00,112.00,118.00,4390.00,503550.00,116.00,2.00
45,Lumbini Finance Ltd.,1,218.00,218.00,218.00,300.00,65400.00,222.00,-4.00
46,Machhapuchhre Bank Limited,44,451.00,432.00,451.00,20879.00,9133242.00,440.00,11.00
47,Mahakali Bikas Bank Limited,1,191.00,191.00,191.00,10.00,1910.00,193.00,-2.00
48,Mahalaxmi BikasBank Limited,1,200.00,200.00,200.00,20.00,4000.00,197.00,3.00
49,Mega  Bank Nepal Ltd.,61,412.00,402.00,412.00,5898.00,2406654.00,410.00,2.00
50,Metro Development Bank Limited,7,339.00,324.00,339.00,432.00,142806.00,326.00,13.00
51,Miteri Development Bank Limited,3,355.00,348.00,350.00,150.00,52920.00,355.00,-5.00
52,Muktinath Bikas Bank Ltd.,7,522.00,515.00,522.00,415.00,215959.00,515.00,7.00
53,Nabil Balance Fund 1,6,12.00,11.80,12.00,13527.00,160710.00,11.98,0.02
54,Nabil Bank Limited,13,2005.00,1965.00,1980.00,904.00,1787658.00,2000.00,-20.00
55,NABIL Bank Limited Promotor Share,3,1290.00,1280.00,1285.00,2500.00,3215000.00,1287.00,-2.00
56,Namaste Bittiya Sanstha Ltd.,5,340.00,334.00,340.00,716.00,240155.00,330.00,10.00
57,Narayani National Finance Limited,9,196.00,187.00,196.00,6673.00,1283701.00,184.00,12.00
58,National Life Insurance Co. Ltd.,14,2269.00,2200.00,2269.00,2822.00,6252675.00,2211.00,58.00
59,Nepal Bangladesh Bank Limited,9,600.00,595.00,600.00,2963.00,1765085.00,595.00,5.00
60,Nepal Bank Limited,29,338.00,320.00,330.00,141319.00,46582257.00,330.00,0.00
61,Nepal Credit And Commercial Bank Limited,34,417.00,402.00,410.00,12509.00,5107430.00,410.00,0.00
62,Nepal Doorsanchar Company Limited,9,671.00,657.00,660.00,1810.00,1190790.00,665.00,-5.00
63,Nepal Insurance Co. Ltd.,2,785.00,785.00,785.00,969.00,760665.00,800.00,-15.00
64,Nepal Investment Bank Limited,19,905.00,880.00,897.00,3240.00,2900004.00,900.00,-3.00
65,Nepal Life Insurance Co. Ltd.,27,4650.00,4525.00,4625.00,2971.00,13585033.00,4592.00,33.00
66,Nepal SBI Bank Limited,10,985.00,960.00,970.00,1161.00,1126170.00,985.00,-15.00
67,Nerude Laghubitta Bittiya Sanstha Limited,3,999.00,980.00,980.00,176.00,174640.00,1015.00,-35.00
68,NIC Asia Bank Ltd.,34,760.00,740.00,750.00,7162.00,5338961.00,751.00,-1.00
69,Nilgiri Bikas Bank Limited,9,182.00,177.00,177.00,317.00,56826.00,185.00,-8.00
70,NLG Insurance Company Ltd.,5,743.00,730.00,743.00,400.00,293217.00,732.00,11.00
71,NMB Bank Limited,22,393.00,385.00,387.00,97794.00,37696092.00,390.00,-3.00
72,Om Development Bank Ltd.,20,360.00,351.00,360.00,2652.00,946887.00,360.00,0.00
73,Oriental Hotels Limited,24,504.00,493.00,500.00,5830.00,2932240.00,502.00,-2.00
74,Paschimanchal Finance Co. Ltd.,1,210.00,210.00,210.00,151.00,31710.00,210.00,0.00
75,Pokhara Finance Ltd.,5,159.00,156.00,159.00,2065.00,326390.00,159.00,0.00
76,Prabhu  Bank Limited,26,226.00,214.00,221.00,66210.00,14340450.00,222.00,-1.00
77,Prabhu Bikas Bank Limited,11,260.00,255.00,255.00,2627.00,676825.00,262.00,-7.00
78,Prabhu Insurance Ltd.,10,567.00,558.00,558.00,4418.00,2489870.00,570.00,-12.00
79,Prime Commercial Bank Ltd.,30,478.00,462.00,468.00,4114.00,1932422.00,470.00,-2.00
80,Prime Life Insurance Company Limited,42,650.00,626.00,638.00,5237.00,3330630.00,636.00,2.00
81,Professional Diyalo Bikas Bank Ltd.,42,118.00,115.00,118.00,1850.00,217010.00,116.00,2.00
82,Prudential Finance Company Limited,2,113.00,111.00,111.00,1016.00,113576.00,115.00,-4.00
83,Public Development Bank Limited,35,105.00,99.00,105.00,1740.00,178700.00,103.00,2.00
84,Purnima Bikas Bank Ltd.,16,216.00,210.00,213.00,1090.00,232230.00,212.00,1.00
85,RMDC Laghubitta Bittiya Sanstha Ltd.,23,846.00,824.00,840.00,1964.00,1631376.00,830.00,10.00
86,Sagarmatha  Finance Limited,3,153.00,148.00,148.00,314.00,47282.00,156.00,-8.00
87,Sagarmatha Insurance Co. Ltd.,3,1196.00,1190.00,1196.00,133.00,158804.00,1175.00,21.00
88,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,5,1110.00,1100.00,1110.00,293.00,324398.00,1125.00,-15.00
89,Sanima Bank Limited,15,479.00,466.00,476.00,2559.00,1211435.00,480.00,-4.00
90,Sanima Mai Hydropower Ltd.,297,550.00,530.00,549.00,8932.00,4826451.00,550.00,-1.00
91,Seti Finance Limited,2,153.00,153.00,153.00,39.00,5967.00,156.00,-3.00
92,Sewa Bikas Bank Limited,10,255.00,245.00,245.00,1362.00,338850.00,255.00,-10.00
93,Shikhar Insurance Co. Ltd.,12,1110.00,1069.00,1101.00,2588.00,2805646.00,1130.00,-29.00
94,Shine Resunga Development Bank Ltd.,2,418.00,418.00,418.00,224.00,93632.00,421.00,-3.00
95,Siddhartha Bank Limited,29,560.00,541.00,541.00,7723.00,4253768.00,542.00,-1.00
96,Siddhartha Development Bank Ltd.,2,160.00,157.00,157.00,1500.00,237000.00,160.00,-3.00
97,Siddhartha Insurance Ltd.,10,544.00,519.00,544.00,1491.00,779564.00,515.00,29.00
98,Siddhartha Investment Growth Scheme-1,5,13.00,12.91,12.91,34500.00,446430.00,13.00,-0.09
99,Sindhu Bikash Bank Ltd,10,148.00,142.00,148.00,2620.00,382740.00,140.00,8.00
100,Society Development Bank Ltd.,1,69.00,69.00,69.00,961.00,66309.00,68.00,1.00
101,Standard Chartered Bank Limited,9,1822.00,1800.00,1822.00,946.00,1713866.00,1846.00,-24.00
102,Subhechha Bikas Bank Limited,1,185.00,185.00,185.00,69.00,12765.00,186.00,-1.00
103,Sunrise Bank Limited,27,450.00,445.00,448.00,2332.00,1043083.00,454.00,-6.00
104,Supreme Development Bank Ltd.,21,104.00,101.00,103.00,2838.00,292154.00,106.00,-3.00
105,Surya Life Insurance Company Limited,14,434.00,425.00,430.00,815.00,349419.00,426.00,4.00
106,Swabalamban Laghubitta Bittiya Sanstha Limited,7,960.00,925.00,952.00,472.00,447406.00,942.00,10.00
107,Swarojgar Laghu Bitta Bikas Bank Ltd.,7,1060.00,1040.00,1041.00,402.00,422140.00,1040.00,1.00
108,Taragaon Regency Hotel Limited,6,239.00,235.00,239.00,150.00,35610.00,239.00,0.00
109,Tinau Development Bank Limited,6,197.00,190.00,190.00,261.00,50309.00,197.00,-7.00
110,Triveni Bikas Bank Limited,1,245.00,245.00,245.00,20.00,4900.00,250.00,-5.00
111,Unique Finance Ltd.,13,137.00,133.00,135.00,170.00,22890.00,139.00,-4.00
112,United Finance Ltd.,2,206.00,205.00,205.00,2134.00,437604.00,210.00,-5.00
113,United Insurance Co. (Nepal) Ltd.,1,584.00,584.00,584.00,72.00,42048.00,595.00,-11.00
