S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agricultural Development Bank Limited,59,433.00,424.00,425.00,5967.00,2540238.00,428.00,-3.00
2,Api Power Company Ltd.,7,490.00,466.00,480.00,174.00,84040.00,489.00,-9.00
3,Arun Kabeli Power Ltd.,11,370.00,357.00,360.00,487.00,175361.00,364.00,-4.00
4,Arun Valley Hydropower Development Co. Ltd.,20,217.00,211.00,217.00,5944.00,1270169.00,215.00,2.00
5,Asian Life Insurance Co. Limited,17,1460.00,1449.00,1449.00,2111.00,3064869.00,1462.00,-13.00
6,Bank of Kathmandu Ltd.,35,415.00,407.00,409.00,13078.00,5350694.00,412.00,-3.00
7,Barun Hydropower Co. Ltd.,1,201.00,201.00,201.00,10.00,2010.00,205.00,-4.00
8,Best Finance Company Ltd.,8,139.00,134.00,139.00,2546.00,344874.00,132.00,7.00
9,Bhargav Bikash Bank Ltd.,1,176.00,176.00,176.00,200.00,35200.00,173.00,3.00
10,Bishal Bazar Company Limited,2,1887.00,1850.00,1887.00,20.00,37370.00,1850.00,37.00
11,Bottlers Nepal (Terai) Limited,4,7200.00,7000.00,7200.00,80.00,567460.00,7140.00,60.00
12,Butwal Power Company Limited,70,754.00,723.00,735.00,24412.00,18028516.00,742.00,-7.00
13,Central Finance Co. Ltd.,18,187.00,184.00,184.00,3261.00,606444.00,184.00,0.00
14,Century Commercial Bank Ltd.,123,218.00,215.00,216.00,17630.00,3818462.00,217.00,-1.00
15,Chhimek Laghubitta Bittiya Sanstha Limited,1,1101.00,1101.00,1101.00,100.00,110100.00,1101.00,0.00
16,Chhyangdi Hydropower Ltd.,13,185.00,182.00,184.00,130.00,23890.00,185.00,-1.00
17,Chilime Hydropower Company Limited,53,963.00,945.00,948.00,9377.00,8945725.00,954.00,-6.00
18,Citizen Investment Trust,2,3623.00,3552.00,3623.00,161.00,572582.00,3599.00,24.00
19,Citizens Bank International Limited,42,302.00,295.00,298.00,14128.00,4209012.00,298.00,0.00
20,City Express Finance Co. Limited,15,225.00,209.00,225.00,1162.00,260374.00,205.00,20.00
21,Civil Bank Ltd,45,196.00,192.00,194.00,12818.00,2472852.00,195.00,-1.00
22,Civil Laghubitta Bittiya Sanstha Ltd.,4,1045.00,1025.00,1025.00,50.00,51500.00,1030.00,-5.00
23,Deprosc Laghubitta Bittiya Sanstha Limited,10,1118.00,1111.00,1115.00,784.00,874074.00,1115.00,0.00
24,Deva Bikas Bank Limited,17,192.00,190.00,191.00,3787.00,725594.00,193.00,-2.00
25,Dibyashwori Hydropower Ltd.,15,158.00,154.00,155.00,152.00,23615.00,153.00,2.00
26,Everest Bank Limited,85,1194.00,1184.00,1184.00,6563.00,7799741.00,1188.00,-4.00
