S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agricultural Development Bank Limited,50,355.00,345.00,352.00,12667.00,4433730.00,345.00,7.00
2,Api Power Company Ltd.,30,251.00,248.00,250.00,4530.00,1132078.00,253.00,-3.00
3,Arambha Microfinance Bittiya Sanstha Ltd.,63,948.00,912.00,922.00,1105.00,1027110.00,923.00,-1.00
4,Arun Kabeli Power Ltd.,12,249.00,240.00,242.00,262.00,63638.00,244.00,-2.00
5,Arun Valley Hydropower Development Co. Ltd.,5,135.00,133.00,135.00,1970.00,263250.00,134.00,1.00
6,Asian Life Insurance Co. Limited,22,614.00,590.00,590.00,1074.00,636818.00,593.00,-3.00
7,Bank of Kathmandu Ltd.,34,312.00,305.00,311.00,6503.00,2004156.00,306.00,5.00
8,Barun Hydropower Co. Ltd.,1,130.00,130.00,130.00,10.00,1300.00,128.00,2.00
9,Best Finance Company Ltd.,7,102.00,100.00,100.00,1360.00,136020.00,99.00,1.00
10,Bhargav Bikash Bank Ltd.,3,132.00,130.00,132.00,190.00,24720.00,128.00,4.00
11,Bottlers Nepal (Terai) Limited,4,6350.00,6297.00,6297.00,70.00,441410.00,6425.00,-128.00
12,Butwal Power Company Limited,54,450.00,445.00,450.00,3730.00,1666350.00,453.00,-3.00
13,Central Finance Co. Ltd.,25,121.00,116.00,121.00,4906.00,581914.00,118.00,3.00
14,Century Commercial Bank Ltd.,83,181.00,176.00,178.00,24753.00,4423573.00,179.00,-1.00
15,Chhimek Laghubitta Bittiya Sanstha Limited,19,935.00,925.00,934.00,2614.00,2434895.00,913.00,21.00
16,Chhyangdi Hydropower Ltd.,5,123.00,121.00,121.00,77.00,9385.00,123.00,-2.00
17,Chilime Hydropower Company Limited,26,724.00,720.00,722.00,3578.00,2581334.00,721.00,1.00
18,Citizen Investment Trust,7,2405.00,2390.00,2405.00,671.00,1606040.00,2390.00,15.00
19,Citizens Bank International Limited,77,249.00,244.00,249.00,10462.00,2574607.00,245.00,4.00
20,Citizens Mutual Fund -1,3,9.50,9.50,9.50,2100.00,19950.00,9.55,-0.05
21,City Express Finance Co. Limited,4,107.00,104.00,104.00,1130.00,117760.00,108.00,-4.00
22,Civil Bank Ltd,67,158.00,155.00,158.00,27928.00,4353550.00,156.00,2.00
23,Deprosc Laghubitta Bittiya Sanstha Limited,2,664.00,652.00,664.00,21.00,13824.00,660.00,4.00
24,Deva Bikas Bank Limited,41,135.00,130.00,133.00,18217.00,2431104.00,131.00,2.00
25,Dibyashwori Hydropower Ltd.,4,105.00,103.00,105.00,62.00,6488.00,103.00,2.00
26,Everest Bank Limited,36,663.00,658.00,660.00,3616.00,2389308.00,662.00,-2.00
27,Everest Insurance Co. Ltd.,13,1240.00,1220.00,1220.00,727.00,889906.00,1206.00,14.00
28,Excel Development Bank Ltd.,7,319.00,315.00,319.00,2010.00,634910.00,319.00,0.00
29,First Micro Finance Laghubitta Bittiya Sanstha Limited,10,420.00,411.00,415.00,1109.00,458866.00,410.00,5.00
30,Forward Microfinance Laghubitta Bittiya Sanstha Limited,22,2155.00,2090.00,2155.00,768.00,1637899.00,2130.00,25.00
31,Gandaki Bikas Bank Limited,13,202.00,197.00,200.00,2930.00,585561.00,200.00,0.00
32,Garima Bikas Bank Limited,27,197.00,195.00,197.00,5717.00,1117457.00,194.00,3.00
33,Global IME Bank Limited,71,316.00,307.00,316.00,118794.00,36951738.00,308.00,8.00
34,Global IME Bank Ltd. Promoter Share,2,176.00,176.00,176.00,15892.00,2796992.00,176.00,0.00
35,Global IME Laghubitta Bittiya Sanstha Ltd.,1,0.00,0.00,0.00,1.00,1152.00,1152.00,0.00
36,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,47,560.00,540.00,555.00,3910.00,2168880.00,547.00,8.00
37,Green Development Bank Ltd.,26,115.00,112.00,112.00,5202.00,585830.00,114.00,-2.00
38,Guheshowori Merchant Bank & Finance Co. Ltd.,2,129.00,127.00,127.00,115.00,14635.00,127.00,0.00
39,Gurans Life Insurance Company Ltd.,6,807.00,800.00,807.00,1386.00,1114390.00,800.00,7.00
40,Gurkhas Finance Ltd.,5,109.00,106.00,106.00,8700.00,928100.00,110.00,-4.00
41,Hathway Finance Company Limited,5,122.00,120.00,120.00,330.00,40091.00,122.00,-2.00
42,Himalayan Bank Limited,12,551.00,545.00,550.00,1846.00,1009405.00,545.00,5.00
43,Himalayan Distillery Limited,2,1336.00,1336.00,1336.00,1010.00,1349360.00,1310.00,26.00
44,Himalayan General Insurance Co. Ltd,4,421.00,415.00,421.00,890.00,372000.00,421.00,0.00
45,Himalayan Power Partner Ltd.,42,260.00,248.00,260.00,570.00,143670.00,250.00,10.00
46,Hydorelectricity Investment and Development Company Ltd,38,161.00,156.00,160.00,7465.00,1189390.00,157.00,3.00
47,ICFC Finance Limited,22,170.00,160.00,163.00,3680.00,595410.00,173.00,-10.00
48,Janaki Finance Company Limited,10,219.00,213.00,216.00,1361.00,293287.00,217.00,-1.00
49,Janata Bank Nepal Ltd.,49,173.00,167.00,173.00,15887.00,2700003.00,170.00,3.00
50,Jebils Finance Ltd.,1,100.00,100.00,100.00,250.00,25000.00,100.00,0.00
51,Jyoti Bikas Bank Limited,37,141.00,139.00,141.00,8559.00,1200022.00,141.00,0.00
52,Kabeli Bikas Bank Limited,29,300.00,296.00,299.00,2413.00,721923.00,295.00,4.00
53,Kailash Bikas Bank Ltd.,4,231.00,230.00,230.00,8050.00,1852050.00,227.00,3.00
54,Kalika Laghubitta Bittiya Sanstha Ltd,13,1331.00,1279.00,1300.00,605.00,786311.00,1255.00,45.00
55,Kamana Sewa Bikas Bank Limited,44,149.00,145.00,149.00,16664.00,2446327.00,147.00,2.00
56,Kanchan Development Bank Limited,2,196.00,194.00,194.00,600.00,116600.00,195.00,-1.00
57,Kankai Bikas Bank Ltd.,5,130.00,128.00,129.00,1611.00,208368.00,126.00,3.00
58,Karnali Development Bank Limited,18,105.00,103.00,103.00,4189.00,434117.00,102.00,1.00
59,Khanikhola Hydropower Co. Ltd.,9,105.00,102.00,104.00,120.00,12508.00,103.00,1.00
60,Kisan Lagubitta Bittiya Sanstha Limited,20,1795.00,1740.00,1740.00,1224.00,2150515.00,1760.00,-20.00
61,Kumari Bank Limited,127,235.00,227.00,233.00,63490.00,14713677.00,230.00,3.00
62,Lalitpur Finance Ltd.,1,149.00,149.00,149.00,223.00,33227.00,152.00,-3.00
63,Laxmi Bank Limited,24,258.00,254.00,258.00,7250.00,1848964.00,255.00,3.00
64,Laxmi Laghubitta Bittiya Sanstha Ltd.,14,1019.00,1000.00,1019.00,779.00,788974.00,985.00,34.00
65,Laxmi Value Fund-1,2,10.25,10.06,10.06,1100.00,11256.00,10.45,-0.39
66,Life Insurance Corporation (Nepal) Limited,9,1610.00,1590.00,1610.00,594.00,945790.00,1614.00,-4.00
67,Lumbini Bikas Bank Ltd.,26,158.00,153.00,155.00,9521.00,1479747.00,153.00,2.00
68,Lumbini General Insurance Co. Ltd.,18,527.00,520.00,520.00,4130.00,2153120.00,525.00,-5.00
69,Machhapuchhre Bank Limited,42,220.00,212.00,219.00,26017.00,5642851.00,213.00,6.00
70,Mahalaxmi Bikas Bank Ltd.,35,195.00,187.00,195.00,58808.00,11048860.00,193.00,2.00
71,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,3,642.00,618.00,642.00,220.00,138588.00,630.00,12.00
72,Mahuli Laghubitta Bittiya Sanstha Limited,5,2435.00,2406.00,2435.00,75.00,180900.00,2420.00,15.00
73,Manjushree Finance Ltd.,15,127.00,124.00,125.00,5770.00,723850.00,124.00,1.00
74,Mega  Bank Nepal Ltd.,122,178.00,172.00,178.00,38809.00,6813610.00,177.00,1.00
75,Mero Microfinance Bittiya Sanstha Ltd.,12,1160.00,1138.00,1159.00,268.00,306210.00,1169.00,-10.00
76,Mirmire Microfinance Development Bank Ltd.,5,1611.00,1570.00,1611.00,130.00,206320.00,1569.00,42.00
77,Mission Development Bank Ltd.,1,176.00,176.00,176.00,100.00,17600.00,179.00,-3.00
78,Miteri Development Bank Limited,5,281.00,275.00,275.00,447.00,123345.00,280.00,-5.00
