S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agricultural Development Bank Limited,61,411.00,405.00,406.00,10033.00,4077461.00,405.00,1.00
2,Ankhu Khola Jalvidhyut Company Ltd,18,71.00,68.00,71.00,340.00,23680.00,70.00,1.00
3,Api Power Company Ltd.,49,143.00,138.00,138.00,10064.00,1394936.00,141.00,-3.00
4,Arun Kabeli Power Ltd.,59,189.00,177.00,180.00,5845.00,1039686.00,192.00,-12.00
5,Arun Valley Hydropower Development Co. Ltd.,10,107.00,105.00,105.00,1372.00,144662.00,105.00,0.00
6,Asha Laghubitta Bittiya Sanstha Ltd,36,400.00,390.00,400.00,420.00,165680.00,390.00,10.00
7,Asian Life Insurance Co. Limited,15,387.00,382.00,387.00,1384.00,533206.00,386.00,1.00
8,Bank of Kathmandu Ltd.,55,260.00,254.00,255.00,7750.00,1981442.00,257.00,-2.00
9,Barun Hydropower Co. Ltd.,8,90.00,89.00,89.00,1090.00,98040.00,90.00,-1.00
10,Best Finance Company Ltd.,5,100.00,100.00,100.00,1160.00,116000.00,100.00,0.00
11,Butwal Power Company Limited,46,404.00,398.00,401.00,2542.00,1017578.00,401.00,0.00
12,Central Finance Co. Ltd.,2,119.00,119.00,119.00,118.00,14042.00,117.00,2.00
13,Century Commercial Bank Ltd.,118,179.00,176.00,176.00,43504.00,7717340.00,177.00,-1.00
14,Chhimek Laghubitta Bittiya Sanstha Limited,23,956.00,941.00,943.00,1830.00,1729317.00,950.00,-7.00
15,Chhyangdi Hydropower Ltd.,11,89.00,87.00,87.00,213.00,18701.00,88.00,-1.00
16,Chilime Hydropower Company Limited,42,520.00,513.00,514.00,24067.00,12400107.00,516.00,-2.00
17,Citizen Investment Trust,19,2470.00,2435.00,2435.00,10249.00,25307330.00,2440.00,-5.00
18,Citizens Bank International Limited,63,226.00,221.00,222.00,14215.00,3161498.00,222.00,0.00
19,Citizens Mutual Fund -1,5,9.60,9.45,9.45,1100.00,10519.00,9.45,0.00
20,City Express Finance Co. Limited,1,100.00,100.00,100.00,30.00,3000.00,100.00,0.00
21,Civil Bank Ltd,121,158.00,156.00,158.00,88339.00,13862550.00,157.00,1.00
22,Civil Laghubitta Bittiya Sanstha Ltd.,2,515.00,515.00,515.00,46.00,23690.00,518.00,-3.00
23,Deprosc Laghubitta Bittiya Sanstha Limited,13,715.00,713.00,715.00,864.00,617516.00,713.00,2.00
24,Deva Bikas Bank Limited,21,143.00,140.00,143.00,8474.00,1201669.00,141.00,2.00
25,Dibyashwori Hydropower Ltd.,5,74.00,72.00,74.00,253.00,18458.00,72.00,2.00
26,Everest Bank Limited,38,666.00,660.00,662.00,5653.00,3750778.00,666.00,-4.00
