S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,10.50% SBL Debenture 2082,2,1078.00,1078.00,1078.00,60.00,64680.00,1100.00,-22.00
2,11% NIC Asia Debenture 082/83,3,1029.00,1009.00,1009.00,125.00,126675.00,1050.00,-41.00
3,12 % Goodwill Finance Limited Debenture 2083,1,1095.00,1095.00,1095.00,300.00,328500.00,1091.00,4.00
4,12% ICFC Finance Limited Debenture 2083,3,1100.00,1095.00,1095.00,155.00,170225.00,1100.00,-5.00
5,8.5% Sanima Debenture 2087,2,874.00,873.10,873.10,50.00,43682.00,887.10,-14.00
6,8.75 % Prime Debenture 2085,2,882.90,882.80,882.80,25.00,22071.50,900.00,-17.20
7,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,38,1425.00,1400.00,1420.00,666.00,944092.10,1425.00,-5.00
8,Agricultural Development Bank Limited,251,415.00,403.50,405.00,18795.00,7630343.20,406.90,-1.90
9,Ajod Insurance Limited,99,710.00,703.00,706.00,4494.00,3172523.20,708.00,-2.00
10,Ankhu Khola Jalvidhyut Company Ltd,265,312.00,305.10,307.00,40354.00,12435712.30,308.00,-1.00
11,Api Power Company Ltd.,674,532.90,515.00,520.10,121812.00,63586324.30,523.00,-2.90
12,Arun Kabeli Power Ltd.,413,548.80,534.50,544.00,67702.00,36643472.70,543.00,1.00
13,Arun Valley Hydropower Development Co. Ltd.,588,560.70,546.00,552.00,144692.00,80006210.80,556.00,-4.00
14,Asha Laghubitta Bittiya Sanstha Ltd,41,1545.00,1486.00,1540.00,1166.00,1767468.50,1515.00,25.00
15,Asian Life Insurance Co. Limited,89,913.00,901.00,913.00,9175.00,8313602.80,913.00,0.00
16,Bank of Kathmandu Ltd.,209,285.00,279.40,279.40,22271.00,6271735.20,282.00,-2.60
17,Barun Hydropower Co. Ltd.,69,530.00,512.00,516.00,7869.00,4127772.20,521.20,-5.20
18,Best Finance Company Ltd.,99,485.00,475.00,475.00,8123.00,3880636.90,482.00,-7.00
19,Bishal Bazar Company Limited,39,4834.00,4720.00,4735.00,541.00,2573269.00,4800.00,-65.00
20,Bottlers Nepal (Terai) Limited,7,14160.00,13905.00,14130.00,110.00,1549540.00,14170.00,-40.00
21,Buddha Bhumi Nepal Hydropower Company Limited,278,646.00,619.00,620.00,13685.00,8594270.60,646.00,-26.00
22,Butwal Power Company Limited,86,435.00,426.00,429.10,6150.00,2646094.80,429.00,0.10
23,CEDB Hydropower Development Company Limited,265,1008.00,966.00,995.00,21456.00,21237860.50,975.10,19.90
24,Central Finance Co. Ltd.,149,472.90,454.90,465.00,31999.00,14789694.80,464.00,1.00
25,Century Commercial Bank Ltd.,183,239.90,235.10,237.90,28052.00,6665026.50,235.00,2.90
26,Chandragiri Hills Limited,65,1400.00,1372.00,1386.40,1805.00,2505117.00,1399.90,-13.50
27,Chhimek Laghubitta Bittiya Sanstha Limited,156,1310.00,1285.50,1290.00,7980.00,10326025.70,1299.00,-9.00
28,Chhyangdi Hydropower Ltd.,97,488.90,475.00,479.70,11294.00,5388870.30,480.00,-0.30
29,Chilime Hydropower Company Limited,86,512.00,506.10,508.30,14120.00,7190098.20,507.00,1.30
30,Citizen Investment Trust,94,3245.00,3207.00,3220.00,3007.00,9678176.00,3207.00,13.00
31,Citizens Bank Internatioal Limited Promoter Share,1,143.00,143.00,143.00,15673.00,2241239.00,143.00,0.00
32,Citizens Bank International Limited,191,288.00,280.00,283.90,28581.00,8100898.70,284.00,-0.10
33,Citizens Mutual Fund -1,18,10.08,9.98,10.08,65300.00,654227.00,9.84,0.24
34,CITIZENS MUTUAL FUND 2,12,10.43,10.14,10.40,23830.00,242854.00,10.23,0.17
35,Civil Bank Ltd,176,245.00,241.00,244.90,27990.00,6816844.20,246.00,-1.10
36,Civil Laghubitta Bittiya Sanstha Ltd.,60,1060.00,1035.00,1035.00,2250.00,2343344.60,1059.00,-24.00
37,Corporate Development Bank Limited,31,545.00,534.20,538.00,1060.00,572258.00,538.00,0.00
38,Deprosc Laghubitta Bittiya Sanstha Limited,94,1225.00,1205.00,1209.50,4177.00,5065937.00,1220.00,-10.50
39,Dibyashwori Hydropower Ltd.,75,311.00,301.00,305.00,10561.00,3222267.80,307.00,-2.00
40,Everest Bank Limited,93,564.50,550.00,555.90,13723.00,7654415.00,554.00,1.90
41,Everest Insurance Co. Ltd.,41,699.00,674.00,678.00,5654.00,3840023.20,687.00,-9.00
42,Everest Insurance Co. Ltd. Promoter Share,6,484.00,479.00,484.00,863.00,414357.00,470.20,13.80
43,Excel Development Bank Ltd.,94,531.40,515.00,517.00,14552.00,7555363.80,521.00,-4.00
44,First Micro Finance Laghubitta Bittiya Sanstha Limited,100,846.00,827.00,835.00,19519.00,16244226.90,838.00,-3.00
45,Forward Microfinance Laghubitta Bittiya Sanstha Limited,73,2389.90,2353.00,2370.00,2407.00,5702928.00,2365.10,4.90
46,Ganapati Laghubitta Bittiya Sanstha Limited,21,1274.00,1230.00,1274.00,410.00,509710.50,1249.00,25.00
47,Garima Bikas Bank Limited,186,579.00,566.30,573.10,28529.00,16390514.60,572.00,1.10
48,General Insurance Company Nepal Ltd,86,610.00,600.10,607.00,4041.00,2448415.00,606.00,1.00
