S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,10% Nepal SBI Bank Debenture 2086,1,1045.00,1045.00,1045.00,500.00,522500.00,1045.00,0.00
2,10% Sanima Bank Limited Debenture,2,1050.00,1040.00,1040.00,50.00,52250.00,1050.00,-10.00
3,10% Sunrise Debenture 2080,1,1015.00,1015.00,1015.00,25.00,25375.00,1016.00,-1.00
4,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,1,1035.00,1035.00,1035.00,200.00,207000.00,1050.60,-15.60
5,10.5 % NEPAL INVESTMENT DEBENTURE 2082,1,1050.00,1050.00,1050.00,12.00,12600.00,1040.50,9.50
6,10.50% SBL Debenture 2082,2,1050.00,1050.00,1050.00,50.00,52500.00,1050.00,0.00
7,11% NIC Asia Debenture 082/83,1,1080.00,1080.00,1080.00,100.00,108000.00,1080.50,-0.50
8,12 % Goodwill Finance Limited Debenture 2083,2,1140.00,1140.00,1140.00,25.00,28500.00,1145.00,-5.00
9,12% ICFC Finance Limited Debenture 2083,2,1135.10,1135.00,1135.10,50.00,56752.50,1130.10,5.00
10,8.5% Sanima Debenture 2087,3,985.00,973.00,973.00,70.00,68600.00,985.00,-12.00
11,8.5% SBL Debenture 2084,3,975.00,974.00,974.00,75.00,73100.00,975.00,-1.00
12,9.5% NCC Debenture 2086,1,1000.00,1000.00,1000.00,25.00,25000.00,1000.00,0.00
13,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,55,1556.50,1510.00,1520.00,1240.00,1895695.00,1526.00,-6.00
14,Agricultural Development Bank Limited,470,553.00,540.00,546.00,61708.00,33836285.90,539.00,7.00
15,Ajod Insurance Limited,415,859.10,771.00,859.10,26444.00,22454216.70,781.00,78.10
16,Ankhu Khola Jalvidhyut Company Ltd,214,440.00,411.00,417.00,16080.00,6801926.20,428.00,-11.00
17,Api Power Company Ltd.,3541,568.00,525.00,528.00,528339.00,283554455.10,544.60,-16.60
18,Arun Kabeli Power Ltd.,2292,695.60,643.00,649.60,303844.00,202048503.00,655.60,-6.00
19,Arun Valley Hydropower Development Co. Ltd.,3332,749.80,695.00,704.90,868080.00,619350793.00,735.10,-30.20
20,Asha Laghubitta Bittiya Sanstha Ltd,37,1851.00,1786.10,1793.00,1137.00,2046212.20,1815.00,-22.00
21,Asian Life Insurance Co. Limited,141,1370.00,1329.00,1343.00,18869.00,25419843.40,1355.00,-12.00
22,Bank of Kathmandu Ltd.,421,375.00,365.30,371.00,68857.00,25483213.40,368.90,2.10
23,Barun Hydropower Co. Ltd.,624,680.00,620.00,636.50,73658.00,47573866.00,640.00,-3.50
24,Best Finance Company Ltd.,574,580.00,552.00,558.00,69964.00,39759908.20,550.00,8.00
25,Bishal Bazar Company Limited,23,6100.00,5950.00,5950.00,453.00,2716334.00,5950.00,0.00
26,Bottlers Nepal (Terai) Limited,14,10590.60,10131.00,10230.00,264.00,2725461.00,10259.00,-29.00
27,Butwal Power Company Limited,716,610.00,580.00,584.00,59704.00,35273883.90,592.00,-8.00
28,CEDB Hydropower Development Company Limited,492,1157.00,1109.50,1120.00,36653.00,41536110.90,1139.00,-19.00
29,Central Finance Co. Ltd.,575,712.80,685.10,690.10,91651.00,63992537.80,678.00,12.10
30,Century Commercial Bank Ltd.,543,270.30,264.00,266.90,90089.00,24063306.00,266.00,0.90
31,Chandragiri Hills Limited,257,1606.00,1550.00,1561.90,10468.00,16549546.00,1575.00,-13.10
32,Chhimek Laghubitta Bittiya Sanstha Limited,391,1839.00,1795.00,1798.00,23692.00,42931197.00,1808.00,-10.00
33,Chhyangdi Hydropower Ltd.,407,650.00,590.00,606.90,45793.00,28100912.90,625.90,-19.00
34,Chilime Hydropower Company Limited,465,648.00,625.00,630.10,57962.00,36983575.00,636.00,-5.90
35,Citizen Investment Trust,329,3775.00,3661.10,3670.00,11319.00,41855382.70,3690.00,-20.00
36,Citizens Bank International Limited,880,409.90,399.00,409.00,250406.00,101387747.00,399.00,10.00
37,Citizens Mutual Fund -1,40,10.89,10.40,10.80,72100.00,761648.00,10.51,0.29
38,CITIZENS MUTUAL FUND 2,16,11.14,10.54,11.14,26599.00,293261.19,10.72,0.42
39,Civil Bank Ltd,673,280.00,270.60,273.00,110066.00,30352645.50,272.40,0.60
40,Civil Laghubitta Bittiya Sanstha Ltd.,55,1480.00,1431.00,1440.00,3213.00,4677845.20,1466.00,-26.00
41,Corporate Development Bank Limited,32,1020.60,980.00,981.00,1688.00,1678214.50,981.00,0.00
42,Deprosc Laghubitta Bittiya Sanstha Limited,339,1730.00,1700.00,1703.00,18637.00,31804521.70,1701.20,1.80
43,Dibyashwori Hydropower Ltd.,344,415.00,387.50,390.00,34867.00,13953949.80,399.50,-9.50
44,Everest Bank Limited,297,741.00,722.00,737.50,57122.00,41926310.90,732.00,5.50
45,Everest Insurance Co. Ltd.,344,783.30,740.00,767.20,30524.00,23609780.40,740.00,27.20
46,Everest Insurance Co. Ltd. Promoter Share,22,470.40,442.10,451.00,11213.00,4995074.90,480.00,-29.00
47,Excel Development Bank Ltd.,234,1114.00,1085.00,1095.00,39330.00,43054965.70,1093.00,2.00
48,First Micro Finance Laghubitta Bittiya Sanstha Limited,612,1140.00,1091.00,1128.00,114439.00,128257690.20,1117.60,10.40
49,Forward Microfinance Laghubitta Bittiya Sanstha Limited,134,2849.80,2800.00,2805.00,5075.00,14247737.00,2798.00,7.00
50,Ganapati Laghubitta Bittiya Sanstha Limited,21,1653.40,1620.10,1645.00,879.00,1438037.50,1651.90,-6.90
51,Garima Bikas Bank Limited,1297,665.00,640.00,643.00,213006.00,138973362.30,640.00,3.00
52,General Insurance Company Nepal Ltd,310,721.00,695.00,715.00,13632.00,9690696.80,700.00,15.00
53,Ghalemdi Hydro Limited,203,490.00,449.00,459.90,18382.00,8618191.70,460.00,-0.10
54,Global IME Bank Limited,1088,447.00,438.30,442.00,121092.00,53572305.80,440.00,2.00
55,Global IME Bank Ltd. Promoter Share,1,171.00,171.00,171.00,71424.00,12213504.00,171.00,0.00
56,Global IME Laghubitta Bittiya Sanstha Ltd.,101,2371.00,2256.00,2270.00,3076.00,7050748.50,2280.00,-10.00
57,Global IME Samunnat Scheme-1,65,21.68,20.99,21.00,306908.00,6506152.00,21.15,-0.15
58,Goodwill Finance Limited,491,900.00,858.00,870.00,61850.00,54457828.00,873.00,-3.00
59,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,157,1140.00,1110.00,1115.00,11525.00,12916514.50,1126.80,-11.80
60,Green Development Bank Ltd.,155,472.00,452.00,458.00,17736.00,8276779.00,463.00,-5.00
61,GreenLife Hydropower Limited,506,591.00,530.00,549.00,43457.00,24067948.50,580.10,-31.10
62,Guheshowori Merchant Bank & Finance Co. Ltd.,291,678.90,632.10,638.00,44769.00,29453181.90,638.00,0.00
63,Gurans Laghubitta Bittiya Sanstha Limited,18,1702.00,1670.00,1676.00,351.00,589455.00,1680.00,-4.00
64,Gurans Life Insurance Company Ltd.,273,695.00,672.70,683.00,52805.00,36039861.60,686.40,-3.40
65,Gurkhas Finance Ltd.,145,1187.00,1120.00,1130.00,13683.00,15788397.10,1136.00,-6.00
66,Himal Dolakha Hydropower Company Limited,1537,416.00,394.00,395.00,321809.00,130079199.20,406.00,-11.00
67,Himalaya Urja Bikas Company Limited,153,572.00,520.50,529.00,12825.00,6813182.00,540.00,-11.00
68,Himalayan Distillery Limited,750,7343.00,7070.00,7100.00,25144.00,180762001.20,7200.00,-100.00
69,Himalayan General Insurance Co. Ltd,158,780.00,750.00,760.00,18024.00,13834391.00,763.90,-3.90
70,Himalayan Power Partner Ltd.,857,656.40,610.00,634.00,188417.00,118742957.00,643.60,-9.60
71,Hydorelectricity Investment and Development Company Ltd,1392,463.50,427.00,432.00,197615.00,87832807.50,436.90,-4.90
72,ICFC Finance Limited,709,975.00,940.80,944.00,165794.00,158885943.90,954.70,-10.70
73,IME General Insurance Ltd.,169,1224.00,1170.00,1177.00,16683.00,19749848.80,1200.00,-23.00
74,Infinity Laghubitta Bittiya Sanstha Limited,50,1750.00,1710.00,1740.00,2375.00,4093545.00,1734.00,6.00
75,Janaki Finance Company Limited,547,773.00,735.00,749.00,136813.00,103019168.10,740.00,9.00
76,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,26,3325.00,3258.10,3320.00,928.00,3051676.80,3300.00,20.00
77,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,743,4798.00,4650.00,4652.00,9952.00,46624732.90,4745.20,-93.20
78,Joshi Hydropower Development Company Ltd,212,430.00,398.90,409.00,17781.00,7248313.40,413.10,-4.10
79,Jyoti Bikas Bank Limited,1424,593.90,565.00,569.00,236578.00,137186387.80,573.00,-4.00
80,Jyoti Life Insurance Company Limited,576,697.00,682.00,688.50,10932.00,7536836.00,685.10,3.40
81,Kalika Laghubitta Bittiya Sanstha Ltd,84,1343.00,1300.00,1300.00,2984.00,3909175.00,1318.10,-18.10
82,Kalika power Company Ltd,267,753.00,690.00,694.00,29428.00,21009634.00,742.00,-48.00
83,Kamana Sewa Bikas Bank Limited,1183,755.00,722.00,725.00,181495.00,134200348.00,731.00,-6.00
84,Karnali Development Bank Limited,239,543.00,510.00,521.00,40921.00,21576161.70,526.50,-5.50
85,Khanikhola Hydropower Co. Ltd.,331,428.40,401.00,404.00,31350.00,12847696.70,413.90,-9.90
86,Kisan Lagubitta Bittiya Sanstha Limited,25,1545.00,1467.10,1510.00,1747.00,2614231.20,1524.00,-14.00
87,Kumari Bank Limited,618,353.00,345.00,348.00,103226.00,36041704.60,346.10,1.90
88,Kumari Equity Fund,40,10.03,9.92,10.00,16950.00,169423.00,10.04,-0.04
89,Laxmi Bank Limited,497,383.00,364.00,371.10,99993.00,37358347.80,361.00,10.10
90,Laxmi Equity Fund,19,10.50,10.30,10.30,64600.00,668194.00,10.30,0.00
91,Laxmi Laghubitta Bittiya Sanstha Ltd.,56,2127.70,2040.00,2058.00,3292.00,6792275.20,2086.00,-28.00
92,Laxmi Unnati Kosh,32,10.48,10.42,10.45,71050.00,743538.00,10.47,-0.02
93,Liberty Energy Company Limited,643,487.70,443.00,453.00,83536.00,39248892.10,459.80,-6.80
94,Life Insurance Corporation (Nepal) Limited,141,2087.00,2007.00,2087.00,12504.00,25371669.00,2059.90,27.10
95,Lumbini Bikas Bank Ltd.,1269,669.00,642.00,645.00,194995.00,127794684.20,636.00,9.00
96,Lumbini General Insurance Co. Ltd.,216,811.50,780.00,792.00,20940.00,16686035.20,776.00,16.00
97,Machhapuchhre Bank Limited,415,408.00,398.00,400.50,130938.00,52686650.40,397.00,3.50
98,Mahalaxmi Bikas Bank Ltd.,1333,662.00,626.00,635.00,251520.00,162549808.50,635.00,0.00
99,Mahila Lagubitta Bittiya Sanstha Limited,52,4710.00,4585.00,4616.00,1237.00,5781154.50,4631.00,-15.00
100,Mahuli Laghubitta Bittiya Sanstha Limited,16,2110.10,2050.00,2080.00,481.00,996181.90,2069.00,11.00
101,Manakamana Smart Laghubitta Bittiya Sanstha Limited,14,687.20,637.20,687.20,80.00,53624.20,624.80,62.40
102,Manjushree Finance Ltd.,415,1248.00,1180.00,1180.00,39727.00,48081253.00,1200.00,-20.00
103,Mega  Bank Nepal Ltd.,610,358.00,350.00,351.30,99506.00,35150166.30,349.20,2.10
104,Mero Microfinance Bittiya Sanstha Ltd.,111,1546.50,1505.20,1505.20,7527.00,11459669.70,1517.00,-11.80
105,Mirmire Microfinance Development Bank Ltd.,119,1754.90,1660.00,1680.00,7368.00,12448039.50,1690.00,-10.00
106,Miteri Development Bank Limited,248,810.00,768.00,775.00,53044.00,41529497.40,789.00,-14.00
107,Mithila LaghuBitta Bittiya Sanstha Limited,27,1970.00,1906.50,1910.00,1333.00,2557892.00,1945.00,-35.00
108,Mountain Energy Nepal Limited,167,1360.00,1276.00,1324.00,11728.00,15505907.00,1342.00,-18.00
109,Mountain Hydro Nepal Limited,491,606.00,553.80,565.00,69741.00,40356195.00,595.00,-30.00
110,Muktinath Bikas Bank Ltd.,1098,764.00,734.00,738.00,140576.00,105303839.60,739.00,-1.00
111,Multipurpose Finance Company  Limited,97,612.00,590.00,593.00,14689.00,8754438.10,589.00,4.00
112,NABIL BALANCED FUND-2,59,15.00,14.75,14.90,201213.00,2992450.13,14.84,0.06
113,Nabil Bank Limited,1017,1482.00,1440.00,1455.00,210616.00,307356782.30,1440.00,15.00
114,Nabil Equity Fund,64,15.94,15.67,15.68,183295.00,2888128.32,15.66,0.02
115,Narayani Development Bank Limited,63,1012.00,960.10,974.40,7465.00,7230146.70,993.00,-18.60
116,National Hydro Power Company Limited,3261,498.70,456.70,466.00,718687.00,343015970.80,467.50,-1.50
117,National Life Insurance Co. Ltd.,255,1122.00,1090.00,1095.00,35047.00,38560058.70,1107.00,-12.00
118,National Microfinance Laghubitta Bittiya Sanstha Limited,93,3121.00,2990.10,2990.10,6072.00,18279456.60,3001.00,-10.90
119,Naya Sarathi Laghubitta Bittiya Sanstha Limited,40,1719.70,1588.60,1602.00,2815.00,4530263.80,1621.00,-19.00
120,Neco Insurance Limited,302,1425.00,1388.00,1390.00,16045.00,22488816.20,1370.00,20.00
121,Nepal Bangladesh Bank Limited,509,452.00,440.00,445.00,116060.00,51678602.00,442.00,3.00
122,Nepal Bank Limited,1195,520.00,505.00,510.50,234400.00,119855600.80,510.00,0.50
123,Nepal Credit & Commercial Bank Ltd. Promoter Share,1,121.00,121.00,121.00,7060.00,854260.00,121.00,0.00
124,Nepal Credit And Commercial Bank Limited,406,334.00,326.00,332.90,80447.00,26524426.60,325.00,7.90
125,Nepal Doorsanchar Company Limited,205,1149.00,1119.00,1130.00,10983.00,12390361.10,1135.00,-5.00
126,Nepal Finance Ltd.,313,688.00,646.80,659.00,41545.00,27932101.10,658.00,1.00
127,Nepal Hydro Developers Ltd.,165,710.00,656.00,659.00,17851.00,12010122.30,683.00,-24.00
128,Nepal Infrastructure Bank Limited,2566,410.00,400.00,401.50,215429.00,86949770.30,403.70,-2.20
129,Nepal Insurance Co. Ltd.,230,927.00,909.00,912.00,19872.00,18271868.00,909.00,3.00
130,Nepal Life Insurance Co. Ltd.,837,1808.00,1775.00,1776.00,43215.00,77223490.90,1765.00,11.00
131,Nepal Reinsurance Company Limited,709,1474.00,1435.10,1436.00,56469.00,81728630.00,1445.10,-9.10
132,Nepal SBI Bank Limited,201,389.90,380.00,381.00,25150.00,9640410.40,382.00,-1.00
133,Nerude Laghubitta Bittiya Sanstha Limited,72,1509.60,1460.10,1480.00,9736.00,14318619.40,1480.00,0.00
134,Ngadi Group Power Ltd.,677,906.00,840.00,850.00,103514.00,89349054.30,855.00,-5.00
135,NIBL Pragati Fund,56,11.86,11.56,11.63,167625.00,1961282.88,11.63,0.00
136,NIBL Samriddhi Fund -2,34,10.02,9.89,9.89,29937.00,297559.13,9.89,0.00
137,NIBL Samriddhi Fund 1,9,12.69,12.21,12.45,30713.00,382362.97,12.21,0.24
138,NIC Asia Balanced Fund,6,11.27,10.99,11.10,2750.00,30412.00,11.05,0.05
139,NIC Asia Bank Ltd.,1359,955.00,907.00,927.00,299759.00,277871504.60,906.00,21.00
140,NIC Asia Growth Fund,16,12.17,11.90,12.06,30400.00,367032.00,11.97,0.09
141,NIC ASIA Laghubitta Bittiya Sanstha Limited,389,1446.00,1410.00,1415.00,11932.00,16968467.00,1417.00,-2.00
142,NIC Asia Select Fund 30,36,9.90,9.76,9.90,39250.00,386286.50,9.91,-0.01
143,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,235,1602.00,1575.00,1575.10,21424.00,34043744.00,1584.00,-8.90
144,NLG Insurance Company Ltd.,217,1004.00,951.00,991.00,23286.00,22876404.10,970.00,21.00
145,NMB  Microfinance Bittiya Sanstha Ltd.,51,1434.00,1408.00,1420.00,7649.00,10904998.00,1425.00,-5.00
146,NMB 50,26,12.15,12.00,12.12,130000.00,1565053.01,12.02,0.10
147,NMB Bank Limited,618,440.00,432.00,438.00,77215.00,33722585.50,432.00,6.00
148,NMB Hybrid Fund L-1,8,11.46,11.40,11.46,13664.00,156168.80,11.55,-0.09
149,NRN Infrastructure and Development Limited,685,891.00,820.00,843.00,70966.00,60435626.30,810.00,33.00
150,Oriental Hotels Limited,107,591.60,565.00,578.00,16394.00,9495973.20,568.00,10.00
151,Panchakanya Mai Hydropower Ltd,301,418.00,386.50,397.00,34030.00,13639780.90,408.00,-11.00
152,Panchthar Power Compant Limited,226,562.90,528.30,530.00,24137.00,12986585.40,542.30,-12.30
153,Pokhara Finance Ltd.,333,773.00,740.00,745.00,41413.00,31417143.70,743.00,2.00
154,Prabhu  Bank Limited,694,445.00,435.00,437.00,94713.00,41609564.20,434.20,2.80
155,Prabhu Insurance Ltd.,185,923.00,890.20,900.00,19021.00,17219173.70,901.00,-1.00
156,Prabhu Life Insurance Limited,470,718.00,705.00,712.00,9280.00,6604872.30,710.00,2.00
157,Prabhu Select Fund,19,10.05,9.85,9.89,7630.00,75387.70,9.90,-0.01
158,Premier Insurance Company (Nepal) Limited,232,1180.00,1118.00,1155.00,26055.00,29769694.00,1164.80,-9.80
159,Prime Commercial Bank Ltd.,769,503.00,494.00,495.00,113635.00,56506192.20,494.90,0.10
160,Prime Life Insurance Company Limited,99,917.00,899.00,900.00,16332.00,14743718.70,902.00,-2.00
161,Progressive Finance Limited,409,538.00,503.00,515.00,70699.00,36770709.70,518.00,-3.00
162,Prudential Insurance Co. Ltd.,213,765.10,749.00,750.10,30465.00,23024248.70,740.00,10.10
163,Radhi Bidyut Company Ltd,880,794.00,745.00,745.00,105340.00,79890922.70,779.00,-34.00
164,Rairang Hydropower Development Company Ltd.,1981,701.00,640.10,655.00,356523.00,237858747.40,694.00,-39.00
165,Rastriya Beema Company Limited,228,22135.00,19894.00,20595.00,2953.00,62809648.30,20132.20,462.80
166,Rastriya Beema Company Limited Promoter Share,107,16855.00,15600.00,15600.00,1915.00,30977611.00,15708.00,-108.00
167,RASUWAGADHI HYDROPOWER COMPANY LIMITED,608,470.00,443.20,447.00,76789.00,34657028.30,457.00,-10.00
168,RBB Mutual Fund 1,28,9.98,9.85,9.92,21100.00,209395.96,9.96,-0.04
169,Reliance Finance Ltd.,675,715.00,686.10,693.90,121419.00,85082765.70,684.00,9.90
170,Reliance Finance Ltd. Promoter Share,1,346.00,346.00,346.00,9296.00,3216416.00,346.00,0.00
171,Reliance Life Insurance Limited,437,642.00,625.00,635.00,17783.00,11306875.00,626.00,9.00
172,Ridi Hydropower Development Company Ltd.,952,970.00,910.00,925.00,202661.00,189073017.00,967.90,-42.90
173,RMDC Laghubitta Bittiya Sanstha Ltd.,255,1650.00,1592.00,1622.00,47013.00,75748808.50,1604.90,17.10
174,RSDC Laghubitta Bittiya Sanstha Ltd.,193,1009.80,960.00,969.00,12997.00,12763163.70,990.00,-21.00
175,Ru Ru Jalbidhyut Pariyojana Limited,107,1407.00,1353.00,1375.00,2965.00,4068595.00,1380.00,-5.00
176,SABAIKO LAGHUBITTA BITTIYA SANSTHA LIMITED,60,1841.00,1811.00,1814.00,2791.00,5081631.50,1810.00,4.00
177,Sadhana Laghubitta Bittiya Sanstha Limited,222,1900.00,1855.00,1855.00,9300.00,17478759.70,1874.00,-19.00
178,Sagarmatha Insurance Co. Ltd.,69,1377.00,1325.00,1355.00,4072.00,5509955.00,1340.00,15.00
179,Salt Trading Corporation,53,8996.00,8800.00,8870.00,1344.00,11997194.00,8780.50,89.50
180,Samata Gharelu Laghubitta Bittiya Sanstha Limited,21,1530.00,1510.00,1510.00,802.00,1215905.00,1510.00,0.00
181,Samriddhi Finance Company Limited,247,630.00,599.80,602.90,50536.00,31025564.70,612.00,-9.10
182,Samudayik Laghubitta Bittiya Sanstha Limited,25,1454.00,1430.00,1454.00,542.00,780885.00,1450.00,4.00
