S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,10 % NMB DEBENTURE 2085,2,1018.00,1010.00,1018.00,125.00,127050.00,1018.00,0.00
2,10% Prabhu Bank Debenture 2084,4,1005.00,1005.00,1005.00,775.00,778875.00,1000.00,5.00
3,10.25% KBL Debenture 2086,1,1016.90,1016.90,1016.90,25.00,25422.50,997.00,19.90
4,10.25% Machhapuchhre Bank Debenture 2085,1,1020.00,1020.00,1020.00,65.00,66300.00,1034.00,-14.00
5,10.35% Agricultural Bank Debenture 2083,1,1015.00,1015.00,1015.00,25.00,25375.00,1015.00,0.00
6,11% NIC Asia Debenture 082/83,2,1040.00,1040.00,1040.00,125.00,130000.00,1040.00,0.00
7,8.5% Nepal Investment Bank Debenture 2084,2,945.00,940.30,945.00,825.00,779507.50,941.40,3.60
8,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,44,1240.00,1165.00,1165.00,1547.00,1857922.00,1199.00,-34.00
9,Agricultural Development Bank Limited,363,453.00,430.00,435.00,34320.00,15153181.20,437.00,-2.00
10,Ajod Insurance Limited,129,713.00,634.10,660.00,5250.00,3490714.00,660.00,0.00
11,Ankhu Khola Jalvidhyut Company Ltd,1512,284.30,262.70,278.50,257848.00,71941868.70,258.50,20.00
12,Api Power Company Ltd.,1921,440.00,411.20,422.10,324500.00,138894190.80,422.00,0.10
13,Arun Kabeli Power Ltd.,1578,534.40,495.00,506.00,220174.00,113693639.30,503.80,2.20
14,Arun Valley Hydropower Development Co. Ltd.,1462,425.00,395.00,400.00,274791.00,113114621.50,398.20,1.80
15,Asha Laghubitta Bittiya Sanstha Ltd,51,1350.00,1291.00,1315.00,2892.00,3824823.00,1293.60,21.40
16,Asian Life Insurance Co. Limited,213,1053.00,1000.00,1006.00,25258.00,26034725.30,1029.90,-23.90
17,Bank of Kathmandu Ltd.,323,270.00,256.30,258.90,39072.00,10210430.30,258.00,0.90
18,Barun Hydropower Co. Ltd.,230,445.00,396.00,411.10,21203.00,8981477.50,404.80,6.30
19,Best Finance Company Ltd.,602,471.90,432.00,457.00,56713.00,26158868.20,429.00,28.00
20,Bishal Bazar Company Limited,41,4669.30,4400.00,4629.00,620.00,2788881.00,4400.10,228.90
21,Bottlers Nepal (Terai) Limited,8,12750.00,12496.00,12500.00,105.00,1320360.00,12500.00,0.00
22,Butwal Power Company Limited,772,482.40,445.00,462.90,74933.00,35257613.50,438.60,24.30
23,CEDB Hydropower Development Company Limited,252,780.00,687.00,705.00,16144.00,11755459.80,722.00,-17.00
24,Central Finance Co. Ltd.,438,475.00,422.10,445.00,60172.00,27302415.00,436.80,8.20
25,Century Commercial Bank Ltd.,306,228.40,218.60,220.10,43487.00,9676328.60,224.00,-3.90
26,Chandragiri Hills Limited,187,1398.00,1302.00,1311.00,8588.00,11450816.00,1347.00,-36.00
27,Chhimek Laghubitta Bittiya Sanstha Limited,570,1630.00,1500.00,1544.00,26892.00,41720157.60,1510.00,34.00
28,Chhyangdi Hydropower Ltd.,223,497.70,467.00,479.00,33228.00,16098628.50,478.50,0.50
29,Chilime Hydropower Company Limited,302,530.00,490.00,500.00,32588.00,16395123.20,503.00,-3.00
30,Citizen Investment Trust,473,3000.00,2792.00,2865.00,17842.00,51878182.50,2850.00,15.00
31,Citizens Bank International Limited,316,275.00,263.90,266.00,56025.00,15047157.20,265.20,0.80
32,Citizens Mutual Fund -1,6,9.50,9.31,9.50,2570.00,24179.40,9.30,0.20
33,CITIZENS MUTUAL FUND 2,3,9.50,9.49,9.50,1800.00,17095.00,9.40,0.10
34,Civil Bank Ltd,302,246.00,235.00,237.00,52174.00,12484579.10,239.70,-2.70
35,Civil Laghubitta Bittiya Sanstha Ltd.,64,988.50,906.00,929.00,2908.00,2765627.70,936.30,-7.30
36,Corporate Development Bank Limited,61,899.60,834.10,857.00,5263.00,4502403.00,848.00,9.00
37,Deprosc Laghubitta Bittiya Sanstha Limited,299,1156.00,1070.00,1101.00,11815.00,13331350.00,1090.00,11.00
38,Dibyashwori Hydropower Ltd.,482,294.00,267.30,288.10,46964.00,13633700.20,267.30,20.80
39,Everest Bank Limited,208,550.00,525.10,527.40,23875.00,12724068.20,541.00,-13.60
40,Everest Insurance Co. Ltd.,105,623.70,566.00,571.00,11740.00,6973758.20,567.00,4.00
41,Everest Insurance Co. Ltd. Promoter Share,6,391.60,375.00,391.60,4412.00,1684248.00,370.00,21.60
42,Excel Development Bank Ltd.,186,519.00,449.10,496.70,30721.00,14954676.60,499.00,-2.30
43,First Micro Finance Laghubitta Bittiya Sanstha Limited,175,756.00,689.00,710.00,12860.00,9294509.50,714.00,-4.00
44,Forward Microfinance Laghubitta Bittiya Sanstha Limited,259,2620.00,2499.00,2520.00,11053.00,28219535.00,2570.00,-50.00
45,Ganapati Laghubitta Bittiya Sanstha Limited,35,1428.00,1357.00,1406.00,1873.00,2621918.00,1370.00,36.00
46,Garima Bikas Bank Limited,999,528.00,486.00,500.00,134065.00,68167590.10,496.10,3.90
47,General Insurance Company Nepal Ltd,134,535.00,495.10,517.00,10751.00,5562254.70,513.00,4.00
48,Ghalemdi Hydro Limited,121,345.00,309.00,322.00,9395.00,3132149.50,314.00,8.00
49,Global IME Bank Limited,1106,317.00,295.00,298.00,107988.00,32968408.20,295.00,3.00
50,Global IME Laghubitta Bittiya Sanstha Ltd.,98,1562.00,1460.00,1471.00,2121.00,3215877.30,1485.00,-14.00
51,Global IME Samunnat Scheme-1,74,10.70,10.49,10.64,113963.00,1209324.92,10.40,0.24
52,Goodwill Finance Limited,380,660.00,605.70,610.50,36425.00,22989634.00,602.80,7.70
53,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,178,901.00,826.00,850.00,12262.00,10661363.50,850.60,-0.60
54,Green Development Bank Ltd.,176,350.90,318.60,324.00,18541.00,6253156.30,319.00,5.00
55,GreenLife Hydropower Limited,186,406.50,377.00,395.00,14844.00,5811021.00,384.00,11.00
56,Guheshowori Merchant Bank & Finance Co. Ltd.,200,462.60,414.60,430.00,32198.00,14193660.30,429.00,1.00
57,Gurans Laghubitta Bittiya Sanstha Limited,26,1154.00,1074.00,1098.00,871.00,963095.00,1070.00,28.00
58,Gurans Life Insurance Company Ltd.,127,520.20,466.00,482.50,17089.00,8479265.60,487.00,-4.50
59,Gurkhas Finance Ltd.,345,892.50,820.00,888.00,46028.00,39585282.60,849.00,39.00
60,Himal Dolakha Hydropower Company Limited,899,339.90,305.20,315.00,203007.00,65025923.90,313.00,2.00
61,Himalaya Urja Bikas Company Limited,76,429.80,397.00,410.00,6986.00,2880483.90,404.00,6.00
62,Himalayan Distillery Limited,749,5774.00,5510.00,5720.00,22545.00,127848765.50,5538.00,182.00
