S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agricultural Development Bank Limited,110,444.00,441.00,442.00,28155.00,12449165.00,440.00,2.00
2,Ajod Insurance Limited,241,513.00,502.00,508.00,6590.00,3347560.00,505.00,3.00
3,Ankhu Khola Jalvidhyut Company Ltd,180,130.00,117.00,127.00,18519.00,2264344.00,121.00,6.00
4,Api Power Company Ltd.,920,225.00,211.00,220.00,354556.00,77484745.00,205.00,15.00
5,Arun Kabeli Power Ltd.,607,271.00,260.00,267.00,338528.00,90101580.00,259.00,8.00
6,Arun Valley Hydropower Development Co. Ltd.,251,244.00,232.00,238.00,104597.00,24968456.00,232.00,6.00
7,Asha Laghubitta Bittiya Sanstha Ltd,45,805.00,795.00,796.00,1978.00,1580039.00,800.00,-4.00
8,Asian Life Insurance Co. Limited,36,730.00,720.00,728.00,7140.00,5161804.00,718.00,10.00
9,Bank of Kathmandu Limited Promoter Share,2,147.00,147.00,147.00,70545.00,10370115.00,147.00,0.00
10,Bank of Kathmandu Ltd.,145,275.00,273.00,275.00,28220.00,7733334.00,273.00,2.00
11,Barun Hydropower Co. Ltd.,172,198.00,187.00,192.00,62118.00,12035105.00,187.00,5.00
12,Best Finance Company Ltd.,74,149.00,134.00,146.00,12872.00,1868766.00,141.00,5.00
13,Bishal Bazar Company Limited,7,1739.00,1672.00,1675.00,108.00,182600.00,1640.00,35.00
14,Bottlers Nepal (Terai) Limited,3,6670.00,6550.00,6560.00,330.00,2162900.00,6550.00,10.00
15,Butwal Power Company Limited,116,411.00,406.00,410.00,10809.00,4427249.00,406.00,4.00
16,Central Finance Co. Ltd.,51,170.00,164.00,167.00,10158.00,1685729.00,164.00,3.00
17,Century Commercial Bank Ltd.,116,190.00,185.00,189.00,22664.00,4266253.00,187.00,2.00
18,Chhimek Laghubitta Bittiya Sanstha Limited,46,1112.00,1109.00,1111.00,2760.00,3063671.00,1110.00,1.00
19,Chhyangdi Hydropower Ltd.,72,172.00,160.00,170.00,12099.00,2028156.00,160.00,10.00
20,Chilime Hydropower Company Limited,128,532.00,518.00,524.00,31617.00,16518856.00,525.00,-1.00
21,Citizen Investment Trust,268,3620.00,3589.00,3616.00,11143.00,40177202.00,3570.00,46.00
22,Citizens Bank Internatioal Limited Promoter Share,1,150.00,150.00,150.00,115143.00,17271450.00,150.00,0.00
23,Citizens Bank International Limited,351,225.00,219.00,220.00,72684.00,16023242.00,220.00,0.00
24,Citizens Mutual Fund -1,2,9.70,9.56,9.70,5250.00,50890.00,9.56,0.14
25,Civil Bank Ltd,117,166.00,164.00,165.00,30209.00,4980846.00,164.00,1.00
26,Civil Laghubitta Bittiya Sanstha Ltd.,23,705.00,690.00,696.00,1579.00,1101860.00,690.00,6.00
27,Corporate Development Bank Limited,26,209.00,195.00,203.00,2950.00,591860.00,198.00,5.00
28,Deprosc Laghubitta Bittiya Sanstha Limited,41,859.00,850.00,850.00,4863.00,4147909.00,850.00,0.00
29,Dibyashwori Hydropower Ltd.,94,123.00,117.00,121.00,17874.00,2156393.00,121.00,0.00
30,Everest Bank Limited,239,714.00,704.00,705.00,33234.00,23469622.00,705.00,0.00
31,Everest Insurance Co. Ltd.,54,539.00,529.00,534.00,7547.00,4023111.00,529.00,5.00
32,Excel Development Bank Ltd.,25,324.00,307.00,320.00,2180.00,678478.00,318.00,2.00
33,First Micro Finance Laghubitta Bittiya Sanstha Limited,74,580.00,571.00,577.00,12732.00,7327751.00,570.00,7.00
34,Forward Microfinance Laghubitta Bittiya Sanstha Limited,17,1602.00,1535.00,1540.00,859.00,1341526.00,1541.00,-1.00
35,Ganapati Laghubitta Bittiya Sanstha Limited,10,829.00,805.00,829.00,170.00,137980.00,820.00,9.00
36,Garima Bikas Bank Limited,85,266.00,261.00,266.00,16526.00,4366477.00,263.00,3.00
37,General Insurance Company Nepal Ltd,20,488.00,452.00,488.00,200.00,96700.00,444.00,44.00
38,Ghalemdi Hydro Limited,162,136.00,124.00,135.00,18805.00,2445249.00,124.00,11.00
39,Ghodighoda Laghubitta Bittiya Sanstha Ltd.,3,789.00,787.00,787.00,33.00,25997.00,795.00,-8.00
40,Global IME Bank Limited,296,278.00,274.00,276.00,42566.00,11717336.00,275.00,1.00
41,Global IME Laghubitta Bittiya Sanstha Ltd.,10,1269.00,1231.00,1269.00,447.00,557536.00,1250.00,19.00
42,Global IME Samunnat Scheme-1,3,9.64,9.61,9.64,2100.00,20189.00,9.61,0.03
43,Goodwill Finance Limited,30,194.00,190.00,191.00,5969.00,1147930.00,192.00,-1.00
44,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,80,522.00,510.00,521.00,11970.00,6196969.00,510.00,11.00
45,Green Development Bank Ltd.,27,159.00,149.00,156.00,3170.00,486920.00,151.00,5.00
46,Guheshowori Merchant Bank & Finance Co. Ltd.,23,176.00,171.00,173.00,10609.00,1840957.00,173.00,0.00
47,Gurans Laghubitta Bittiya Sanstha Limited,13,715.00,700.00,714.00,511.00,361396.00,700.00,14.00
48,Gurans Life Insurance Company Ltd.,172,632.00,613.00,625.00,22091.00,13785020.00,610.00,15.00
49,Gurkhas Finance Ltd.,67,154.00,149.00,154.00,13472.00,2046763.00,149.00,5.00
50,Himal Dolakha Hydropower Company Limited,487,137.00,127.00,137.00,253736.00,34315461.00,125.00,12.00
51,Himalaya Urja Bikas Company Limited,159,180.00,164.00,171.00,23121.00,3952183.00,165.00,6.00
52,Himalayan Bank Limited,61,570.00,560.00,570.00,6409.00,3612190.00,561.00,9.00
53,Himalayan Distillery Limited,43,1834.00,1820.00,1831.00,2668.00,4878773.00,1820.00,11.00
54,Himalayan General Insurance Co. Ltd,27,508.00,500.00,504.00,4605.00,2316855.00,500.00,4.00
55,Himalayan Power Partner Ltd.,143,221.00,208.00,218.00,16809.00,3618006.00,213.00,5.00
56,Hydorelectricity Investment and Development Company Ltd,603,200.00,190.00,199.00,306510.00,60202347.00,190.00,9.00
57,ICFC Finance Limited,136,294.00,284.00,294.00,58430.00,16922868.00,289.00,5.00
58,IME General Insurance Ltd.,10,538.00,530.00,538.00,1235.00,657622.00,528.00,10.00
59,Infinity Laghubitta Bittiya Sanstha Limited,31,825.00,799.00,825.00,1193.00,963045.00,810.00,15.00
60,Janaki Finance Company Limited,61,217.00,211.00,215.00,19432.00,4141417.00,215.00,0.00
61,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,7,1332.00,1316.00,1332.00,262.00,348232.00,1313.00,19.00
62,Joshi Hydropower Development Company Ltd,276,128.00,119.00,128.00,22405.00,2836319.00,117.00,11.00
63,Jyoti Bikas Bank Limited,164,212.00,208.00,211.00,47141.00,9879851.00,206.00,5.00
64,Jyoti Bikash  Bank Ltd. Promoter Share,1,111.00,111.00,111.00,90000.00,9990000.00,111.00,0.00
65,Kalika Laghubitta Bittiya Sanstha Ltd,20,745.00,721.00,737.00,890.00,650330.00,739.00,-2.00
66,Kalika power Company Ltd,179,193.00,177.00,189.00,15478.00,2869953.00,177.00,12.00
67,Kamana Sewa Bikas Bank Limited,126,229.00,224.00,228.00,75138.00,17002190.00,224.00,4.00
68,Karnali Development Bank Limited,43,150.00,147.00,148.00,7895.00,1170884.00,145.00,3.00
69,Khanikhola Hydropower Co. Ltd.,148,127.00,115.00,127.00,12455.00,1541026.00,119.00,8.00
70,Kisan Lagubitta Bittiya Sanstha Limited,20,1026.00,1005.00,1017.00,1055.00,1071904.00,995.00,22.00
71,Kumari Bank Limited,228,229.00,223.00,227.00,117879.00,26814692.00,225.00,2.00
72,Kumari Bank Limited Promotor Share,1,103.00,103.00,103.00,971.00,100013.00,103.00,0.00
73,Laxmi Bank Limited,68,261.00,257.00,261.00,19842.00,5147928.00,257.00,4.00
74,Laxmi Equity Fund,5,9.37,9.19,9.19,8927.00,82384.99,9.05,0.14
75,Laxmi Laghubitta Bittiya Sanstha Ltd.,25,1134.00,1091.00,1106.00,1625.00,1822562.00,1090.00,16.00
76,Laxmi Unnati Kosh,5,8.98,8.81,8.98,7500.00,67015.00,8.90,0.08
77,Liberty Energy Company Limited,252,215.00,203.00,207.00,19670.00,4110085.00,207.00,0.00
78,Life Insurance Corporation (Nepal) Limited,34,1499.00,1461.00,1499.00,2576.00,3801783.00,1483.00,16.00
79,Lumbini Bikas Bank Ltd.,89,222.00,216.00,220.00,23989.00,5243288.00,218.00,2.00
80,Lumbini General Insurance Co. Ltd.,19,520.00,514.00,515.00,1791.00,925526.00,514.00,1.00
81,Machhapuchhre Bank Limited,103,226.00,224.00,226.00,17424.00,3922698.00,224.00,2.00
82,Mahalaxmi Bikas Bank Ltd.,44,231.00,228.00,230.00,7943.00,1819932.00,229.00,1.00
83,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,11,687.00,671.00,685.00,507.00,347564.00,674.00,11.00
84,Manjushree Finance Ltd.,49,325.00,313.00,322.00,17683.00,5656757.00,316.00,6.00
85,Mega  Bank Nepal Ltd.,169,241.00,229.00,230.00,52678.00,12144216.00,230.00,0.00
86,Mero Microfinance Bittiya Sanstha Ltd.,39,766.00,722.00,739.00,2872.00,2103213.00,724.00,15.00
87,Mirmire Microfinance Development Bank Ltd.,15,889.00,876.00,879.00,731.00,644344.00,876.00,3.00
88,Miteri Development Bank Limited,9,375.00,369.00,371.00,1318.00,488094.00,369.00,2.00
89,Mithila LaghuBitta Bittiya Sanstha Limited,7,763.00,751.00,751.00,194.00,146072.00,739.00,12.00
90,Mountain Hydro Nepal Limited,213,193.00,176.00,193.00,24995.00,4718937.00,176.00,17.00
91,Muktinath Bikas Bank Ltd.,158,361.00,354.00,360.00,41683.00,14902888.00,357.00,3.00
92,Muktinath Bikas Bank Ltd. Promoter Share,2,182.00,182.00,182.00,23200.00,4222400.00,185.00,-3.00
93,Multipurpose Finance Company  Limited,44,148.00,139.00,146.00,14865.00,2159145.00,143.00,3.00
94,NABIL BALANCED FUND-2,16,9.15,9.01,9.06,40900.00,373049.00,9.00,0.06
95,Nabil Bank Limited,108,872.00,862.00,868.00,11628.00,10100283.00,863.00,5.00
96,Nabil Equity Fund,4,9.00,9.00,9.00,8862.00,79758.00,9.00,0.00
97,Nadep Laghubittiya bittya Sanstha Ltd.,21,681.00,630.00,668.00,739.00,490952.00,655.00,13.00
98,National Hydro Power Company Limited,446,119.00,114.00,118.00,200004.00,23276676.00,114.00,4.00
99,National Life Insurance Co. Ltd.,85,757.00,740.00,742.00,15056.00,11225026.00,743.00,-1.00
100,National Microfinance Laghubitta Bittiya Sanstha Limited,28,1555.00,1500.00,1535.00,735.00,1128970.00,1525.00,10.00
101,Neco Insurance Limited,66,815.00,802.00,806.00,6461.00,5220138.00,806.00,0.00
102,Nepal Bangladesh Bank Limited,101,221.00,217.00,219.00,32871.00,7191214.00,217.00,2.00
103,Nepal Bank Limited,189,326.00,324.00,326.00,49286.00,16016717.00,324.00,2.00
104,Nepal Credit And Commercial Bank Limited,158,231.00,229.00,230.00,76010.00,17507382.00,229.00,1.00
105,Nepal Doorsanchar Company Limited,24,709.00,703.00,707.00,2720.00,1918970.00,700.00,7.00
106,Nepal Finance Ltd.,108,339.00,313.00,317.00,8827.00,2812427.00,323.00,-6.00
107,Nepal Hydro Developers Ltd.,36,251.00,229.00,245.00,2574.00,625942.00,231.00,14.00
108,Nepal Insurance Co. Ltd.,26,556.00,545.00,549.00,2728.00,1495242.00,549.00,0.00
109,Nepal Investment Bank Limited,140,416.00,414.00,416.00,20466.00,8482224.00,414.00,2.00
110,Nepal Investment Bank Ltd. Promoter Share,12,364.00,360.00,362.00,5774.00,2086600.00,360.00,2.00
111,Nepal Life Insurance Co. Ltd.,122,1389.00,1372.00,1376.00,8593.00,11819051.00,1370.00,6.00
112,Nepal Reinsurance Company Limited,403,896.00,850.00,856.00,25869.00,22074942.00,854.00,2.00
113,Nepal SBI Bank Limited,41,422.00,414.00,421.00,5978.00,2498007.00,417.00,4.00
114,Nerude Laghubitta Bittiya Sanstha Limited,13,752.00,737.00,750.00,907.00,669963.00,725.00,25.00
115,Ngadi Group Power Ltd.,162,212.00,190.00,207.00,48474.00,9793804.00,193.00,14.00
116,NIBL Pragati Fund,6,9.25,9.00,9.25,6457.00,59018.21,9.00,0.25
117,NIBL Samriddhi Fund 1,17,10.00,9.90,9.90,115985.00,1151018.50,9.76,0.14
118,NIC Asia Balanced Fund,3,8.89,8.83,8.89,1700.00,15076.00,9.00,-0.11
119,NIC Asia Bank Ltd.,159,582.00,575.00,581.00,35260.00,20398867.00,577.00,4.00
120,NIC Asia Growth Fund,7,9.50,9.41,9.48,2740.00,25995.00,9.39,0.09
121,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,29,978.00,972.00,978.00,2290.00,2236065.00,970.00,8.00
122,NLG Insurance Company Ltd.,33,715.00,700.00,712.00,1896.00,1343216.00,713.00,-1.00
123,NMB  Microfinance Bittiya Sanstha Ltd.,25,810.00,800.00,805.00,2197.00,1776522.00,801.00,4.00
124,NMB 50,3,9.18,9.00,9.18,2250.00,20295.00,9.01,0.17
125,NMB Bank Limited,231,411.00,408.00,410.00,40447.00,16557797.00,408.00,2.00
126,NMB Hybrid Fund L-1,5,9.40,9.38,9.38,45774.00,430072.72,9.28,0.10
127,NRN Infrastructure and Development Limited,274,360.00,343.00,353.00,5910.00,2079340.00,347.00,6.00
128,Oriental Hotels Limited,27,384.00,377.00,382.00,4525.00,1717165.00,377.00,5.00
129,Panchakanya Mai Hydropower Ltd,146,158.00,142.00,155.00,8936.00,1342464.00,146.00,9.00
130,Panchthar Power Compant Limited,119,189.00,179.00,187.00,17271.00,3170252.00,185.00,2.00
131,Pokhara Finance Ltd.,46,191.00,185.00,189.00,4996.00,934632.00,188.00,1.00
132,Prabhu  Bank Limited,145,242.00,239.00,241.00,38914.00,9357619.00,239.00,2.00
133,Prabhu Insurance Ltd.,59,597.00,588.00,589.00,6975.00,4122933.00,587.00,2.00
134,Premier Insurance Company (Nepal) Limited,58,773.00,768.00,770.00,5937.00,4571188.00,770.00,0.00
135,Prime Commercial Bank Ltd.,114,293.00,288.00,289.00,21376.00,6185096.00,288.00,1.00
136,Prime Commercial Bank Promoter Share,4,152.00,152.00,152.00,63693.00,9681336.00,152.00,0.00
137,Prime Life Insurance Company Limited,78,666.00,657.00,660.00,6832.00,4510595.00,655.00,5.00
138,Progressive Finance Limited,18,137.00,132.00,135.00,3716.00,500157.00,134.00,1.00
139,Prudential Insurance Co. Ltd.,25,530.00,524.00,524.00,2113.00,1110661.00,525.00,-1.00
140,Radhi Bidyut Company Ltd,54,284.00,278.00,283.00,3193.00,897587.00,281.00,2.00
141,Rairang Hydropower Development Company Ltd.,115,207.00,194.00,207.00,7140.00,1435110.00,194.00,13.00
142,Rastriya Beema Company Limited,17,11850.00,11770.00,11777.00,259.00,3054185.00,11695.00,82.00
143,Rastriya Beema Company Limited Promoter Share,11,10506.00,10250.00,10506.00,246.00,2563050.00,10300.00,206.00
144,RASUWAGADHI HYDROPOWER COMPANY LIMITED,313,226.00,214.00,219.00,47705.00,10446095.00,214.00,5.00
145,Reliance Finance Ltd.,65,189.00,178.00,180.00,17085.00,3080820.00,183.00,-3.00
146,Reliance Life Insurance Limited,587,612.00,590.00,603.00,10145.00,6094500.00,598.00,5.00
147,Ridi Hydropower Development Company Ltd.,231,197.00,185.00,191.00,82865.00,15883786.00,187.00,4.00
148,RMDC Laghubitta Bittiya Sanstha Ltd.,23,862.00,858.00,858.00,1999.00,1718363.00,859.00,-1.00
149,RSDC Laghubitta Bittiya Sanstha Ltd.,56,560.00,542.00,553.00,3894.00,2156775.00,542.00,11.00
150,SABAIKO LAGHUBITTA BITTIYA SANSTHA LIMITED,27,870.00,845.00,865.00,741.00,635096.00,861.00,4.00
151,Sadhana Laghubitta Bittiya Sanstha Limited,37,861.00,806.00,837.00,826.00,681182.00,820.00,17.00
152,Sagarmatha Insurance Co. Ltd.,11,918.00,911.00,913.00,326.00,298046.00,900.00,13.00
153,Salt Trading Corporation,28,3570.00,3475.00,3500.00,1172.00,4142159.00,3500.00,0.00
154,Samriddhi Finance Company Limited,31,141.00,137.00,140.00,4409.00,616720.00,139.00,1.00
155,Samudayik Laghubitta Bittiya Sanstha Limited,15,785.00,780.00,785.00,262.00,204795.00,779.00,6.00
156,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,28,1360.00,1352.00,1356.00,2082.00,2820943.00,1354.00,2.00
157,Sanima Bank Limited,130,344.00,337.00,340.00,20746.00,7044789.00,340.00,0.00
158,Sanima Equity Fund,13,10.52,10.46,10.51,51700.00,542424.00,10.45,0.06
