S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agricultural Development Bank Limited,53,345.00,343.00,344.00,6191.00,2133740.00,344.00,0.00
2,Api Power Company Ltd.,20,393.00,387.00,392.00,837.00,326912.00,391.00,1.00
3,Arun Kabeli Power Ltd.,19,343.00,331.00,335.00,461.00,153932.00,335.00,0.00
4,Arun Valley Hydropower Development Co. Ltd.,18,200.00,196.00,199.00,4081.00,803578.00,198.00,1.00
5,Asian Life Insurance Co. Limited,12,885.00,876.00,877.00,1447.00,1269856.00,880.00,-3.00
6,Bank of Kathmandu Ltd.,76,399.00,391.00,393.00,22218.00,8759313.00,394.00,-1.00
7,Barun Hydropower Co. Ltd.,8,189.00,183.00,183.00,720.00,134280.00,186.00,-3.00
8,Bhargav Bikash Bank Ltd.,2,159.00,156.00,156.00,150.00,23550.00,156.00,0.00
9,Bishal Bazar Company Limited,9,2010.00,2000.00,2010.00,550.00,1103250.00,1990.00,20.00
10,Butwal Power Company Limited,84,632.00,604.00,611.00,24376.00,14803080.00,617.00,-6.00
11,Central Finance Co. Ltd.,4,138.00,136.00,136.00,1117.00,152522.00,138.00,-2.00
12,Century Commercial Bank Ltd.,115,200.00,197.00,199.00,21031.00,4177773.00,198.00,1.00
13,Chhimek Laghubitta Bittiya Sanstha Limited,22,1035.00,1027.00,1027.00,1746.00,1799620.00,1025.00,2.00
14,Chhyangdi Hydropower Ltd.,3,174.00,171.00,172.00,72.00,12360.00,172.00,0.00
15,Chilime Hydropower Company Limited,43,890.00,870.00,875.00,6821.00,6000323.00,878.00,-3.00
16,Citizen Investment Trust,16,3499.00,3480.00,3499.00,407.00,1417210.00,3480.00,19.00
17,Citizens Bank International Limited,59,276.00,273.00,273.00,14026.00,3845732.00,275.00,-2.00
18,Civil Bank Ltd,47,179.00,177.00,179.00,8424.00,1501878.00,179.00,0.00
19,Civil Laghubitta Bittiya Sanstha Ltd.,13,843.00,830.00,830.00,760.00,635550.00,837.00,-7.00
20,Deprosc Laghubitta Bittiya Sanstha Limited,5,865.00,855.00,855.00,280.00,239780.00,850.00,5.00
21,Deva Bikas Bank Limited,16,180.00,173.00,175.00,8144.00,1427233.00,175.00,0.00
22,Dibyashwori Hydropower Ltd.,12,149.00,145.00,147.00,274.00,40046.00,146.00,1.00
23,Everest Bank Limited,126,865.00,855.00,863.00,13391.00,11536484.00,862.00,1.00
24,Everest Insurance Co. Ltd.,17,1651.00,1618.00,1640.00,829.00,1364286.00,1650.00,-10.00
25,Excel Development Bank Ltd.,18,379.00,350.00,365.00,1737.00,638069.00,355.00,10.00
26,First Micro Finance Laghubitta Bittiya Sanstha Limited,37,590.00,574.00,590.00,4655.00,2709140.00,575.00,15.00
27,Forward Microfinance Laghubitta Bittiya Sanstha Limited,22,3355.00,3300.00,3350.00,584.00,1946397.00,3320.00,30.00
28,Gandaki Bikas Bank Limited,29,240.00,230.00,234.00,7446.00,1734330.00,230.00,4.00
29,Garima Bikas Bank Limited,23,200.00,196.00,198.00,5328.00,1051994.00,196.00,2.00
30,Global IME Bank Limited,64,322.00,318.00,321.00,14073.00,4510718.00,318.00,3.00
31,Global IME Bank Ltd. Promoter Share,1,176.00,176.00,176.00,5010.00,881760.00,176.00,0.00
32,Global IME Laghubitta Bittiya Sanstha Ltd.,9,1568.00,1508.00,1560.00,154.00,239840.00,1479.00,81.00
33,Goodwill Finance Limited,5,151.00,148.00,151.00,518.00,77430.00,149.00,2.00
34,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,52,669.00,652.00,657.00,1965.00,1296880.00,653.00,4.00
35,Green Development Bank Ltd.,3,179.00,176.00,179.00,81.00,14448.00,173.00,6.00
36,Guheshowori Merchant Bank & Finance Co. Ltd.,1,156.00,156.00,156.00,20.00,3120.00,153.00,3.00
37,Gurans Life Insurance Company Ltd.,14,935.00,930.00,935.00,1302.00,1214780.00,940.00,-5.00
38,Gurkhas Finance Ltd.,5,144.00,142.00,142.00,870.00,125244.00,144.00,-2.00
39,Hamro Bikas Bank Ltd.,3,166.00,165.00,166.00,400.00,66350.00,163.00,3.00
40,Hathway Finance Company Limited,10,154.00,150.00,153.00,810.00,123450.00,156.00,-3.00
41,Himalayan Bank Limited,15,660.00,655.00,660.00,1383.00,910800.00,660.00,0.00
42,Himalayan Distillery Limited,3,1255.00,1253.00,1255.00,60.00,75230.00,1232.00,23.00
43,Himalayan General Insurance Co. Ltd,36,485.00,477.00,483.00,4367.00,2099809.00,478.00,5.00
44,Himalayan Power Partner Ltd.,41,376.00,369.00,375.00,800.00,296760.00,370.00,5.00
45,Hydorelectricity Investment and Development Company Ltd,53,169.00,162.00,168.00,5978.00,998400.00,164.00,4.00
46,ICFC Finance Limited,12,209.00,205.00,206.00,1700.00,351590.00,206.00,0.00
47,IME General Insurance Ltd.,2,995.00,990.00,990.00,140.00,138800.00,988.00,2.00
48,Janaki Finance Company Limited,2,185.00,185.00,185.00,550.00,101750.00,182.00,3.00
49,Janata Bank Nepal Ltd.,59,185.00,182.00,183.00,24295.00,4443526.00,183.00,0.00
50,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,6,2950.00,2920.00,2920.00,188.00,549980.00,2960.00,-40.00
51,Jebils Finance Ltd.,5,130.00,127.00,127.00,500.00,64200.00,126.00,1.00
52,Jyoti Bikas Bank Limited,22,158.00,156.00,157.00,1912.00,300863.00,157.00,0.00
53,Kabeli Bikas Bank Limited,3,326.00,325.00,326.00,79.00,25725.00,328.00,-2.00
54,Kailash Bikas Bank Ltd.,22,251.00,243.00,245.00,3944.00,973736.00,247.00,-2.00
55,Kalika Laghubitta Bittiya Sanstha Ltd,23,1601.00,1587.00,1601.00,2541.00,4060890.00,1570.00,31.00
56,Kamana Sewa Bikas Bank Limited,23,169.00,165.00,167.00,4312.00,718236.00,166.00,1.00
57,Kanchan Development Bank Limited,4,218.00,210.00,214.00,180.00,38136.00,210.00,4.00
58,Kankai Bikas Bank Ltd.,6,154.00,152.00,153.00,1230.00,187920.00,153.00,0.00
59,Karnali Development Bank Limited,2,128.00,128.00,128.00,20.00,2560.00,130.00,-2.00
60,Khanikhola Hydropower Co. Ltd.,18,150.00,145.00,148.00,936.00,137530.00,146.00,2.00
61,Kisan Lagubitta Bittiya Sanstha Limited,7,1795.00,1763.00,1763.00,145.00,257267.00,1760.00,3.00
62,Kumari Bank Limited,125,279.00,270.00,270.00,81980.00,22279030.00,270.00,0.00
63,Laxmi Bank Limited,87,279.00,256.00,279.00,128577.00,33422070.00,267.00,12.00
64,Laxmi Laghubitta Bittiya Sanstha Ltd.,7,1260.00,1230.00,1260.00,302.00,375627.00,1236.00,24.00
65,Laxmi Value Fund-1,2,11.25,11.20,11.25,13000.00,145850.00,11.31,-0.06
66,Life Insurance Corporation (Nepal) Limited,16,1969.00,1925.00,1969.00,924.00,1802065.00,1925.00,44.00
67,Lumbini Bikas Bank Ltd.,32,168.00,164.00,165.00,12941.00,2132235.00,164.00,1.00
68,Lumbini General Insurance Co. Ltd.,27,595.00,585.00,590.00,2292.00,1354332.00,590.00,0.00
69,Machhapuchhre Bank Limited,32,269.00,260.00,266.00,17426.00,4602970.00,264.00,2.00
70,Mahalaxmi Bikas Bank Ltd.,14,190.00,188.00,188.00,1722.00,325076.00,188.00,0.00
71,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,6,797.00,785.00,794.00,56.00,44417.00,792.00,2.00
72,Mahuli Laghubitta Bittiya Sanstha Limited,5,2900.00,2848.00,2848.00,50.00,143340.00,2870.00,-22.00
73,Manjushree Finance Ltd.,8,142.00,141.00,142.00,3100.00,438200.00,143.00,-1.00
74,Mero Microfinance Bittiya Sanstha Ltd.,13,1340.00,1321.00,1325.00,393.00,521941.00,1301.00,24.00
75,Miteri Development Bank Limited,4,310.00,305.00,305.00,267.00,81810.00,310.00,-5.00
76,Mithila LaghuBitta Bittiya Sanstha Limited,3,1002.00,1002.00,1002.00,52.00,52040.00,983.00,19.00
77,Muktinath Bikas Bank Ltd.,33,420.00,416.00,418.00,4537.00,1899729.00,419.00,-1.00
78,Multipurpose Finance Company  Limited,1,332.00,332.00,332.00,10.00,3320.00,326.00,6.00
79,Nabil Balance Fund 1,4,16.95,16.71,16.95,19698.00,330517.02,16.62,0.33
80,Nabil Bank Limited,145,1098.00,1075.00,1090.00,12664.00,13798913.00,1070.00,20.00
81,NABIL Bank Limited Promotor Share,30,864.00,852.00,853.00,5231.00,4475556.00,852.00,1.00
82,Nabil Equity Fund,4,10.00,9.87,9.95,5552.00,55343.82,9.96,-0.01
83,NagBeli LaghuBitta Bikas Bank Ltd.,7,2426.00,2375.00,2380.00,335.00,799895.00,2407.00,-27.00
84,National Hydro Power Company Limited,19,115.00,112.00,114.00,8650.00,979990.00,113.00,1.00
85,National Life Insurance Co. Ltd.,14,1550.00,1525.00,1525.00,940.00,1441318.00,1530.00,-5.00
86,National Microfinance Laghubitta Bittiya Sanstha Limited,10,2294.00,2255.00,2294.00,487.00,1106327.00,2240.00,54.00
87,Naya Sarathi Laghubitta Bittiya Sanstha Limited,4,2342.00,2325.00,2325.00,100.00,233630.00,2340.00,-15.00
88,Neco Insurance Limited,35,577.00,565.00,577.00,3993.00,2293760.00,569.00,8.00
89,Nepal Bangladesh Bank Limited,44,262.00,252.00,257.00,9146.00,2360617.00,257.00,0.00
90,Nepal Bank Limited,182,366.00,360.00,365.00,117338.00,42780350.00,359.00,6.00
91,Nepal Community Development Bank Ltd.,4,143.00,141.00,143.00,1200.00,170750.00,140.00,3.00
92,Nepal Credit And Commercial Bank Limited,37,332.00,322.00,327.00,9311.00,3028198.00,325.00,2.00
93,Nepal Doorsanchar Company Limited,31,770.00,760.00,770.00,4890.00,3738944.00,760.00,10.00
94,Nepal Hydro Developers Ltd.,7,207.00,206.00,207.00,70.00,14480.00,210.00,-3.00
95,Nepal Insurance Co. Ltd.,3,1350.00,1324.00,1350.00,30.00,40240.00,1377.00,-27.00
96,Nepal Investment Bank Limited,172,671.00,666.00,669.00,20450.00,13673048.00,666.00,3.00
97,Nepal Investment Bank Ltd. Promoter Share,31,598.00,591.00,591.00,19035.00,11338243.00,591.00,0.00
98,Nepal Life Insurance Co. Ltd.,149,1807.00,1790.00,1795.00,12673.00,22798635.00,1800.00,-5.00
99,Nepal SBI Bank Limited,49,600.00,593.00,594.00,6823.00,4069344.00,594.00,0.00
100,Nerude Laghubitta Bittiya Sanstha Limited,7,805.00,800.00,800.00,599.00,479445.00,795.00,5.00
101,Ngadi Group Power Ltd.,10,237.00,230.00,237.00,355.00,82622.00,227.00,10.00
102,NIBL Samriddhi Fund 1,2,11.97,11.74,11.97,8889.00,104931.86,11.51,0.46
103,NIC Asia Bank Ltd.,77,350.00,341.00,347.00,22342.00,7731335.00,344.00,3.00
104,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,26,1192.00,1175.00,1188.00,5625.00,6633460.00,1189.00,-1.00
105,NMB  Microfinance Bittiya Sanstha Ltd.,7,1820.00,1810.00,1815.00,199.00,361491.00,1813.00,2.00
106,NMB Bank Limited,98,479.00,466.00,472.00,19718.00,9359582.00,474.00,-2.00
107,NMB Hybrid Fund L-1,5,10.00,10.00,10.00,8738.00,87380.00,10.00,0.00
108,NMB Sulav Investment Fund-1,3,13.26,13.00,13.00,37500.00,489450.00,13.00,0.00
109,Om Development Bank Ltd.,21,230.00,225.00,230.00,2171.00,495210.00,225.00,5.00
110,Oriental Hotels Limited,1,670.00,670.00,670.00,10.00,6700.00,667.00,3.00
111,Pokhara Finance Ltd.,8,165.00,162.00,162.00,660.00,107120.00,165.00,-3.00
112,Prabhu  Bank Limited,57,239.00,231.00,235.00,11872.00,2778842.00,233.00,2.00
113,Prabhu Insurance Ltd.,17,781.00,776.00,780.00,1270.00,989940.00,778.00,2.00
114,Premier Insurance Company (Nepal) Limited,10,1300.00,1282.00,1299.00,676.00,872762.00,1315.00,-16.00
115,Prime Commercial Bank Ltd.,48,312.00,307.00,307.00,8858.00,2736103.00,308.00,-1.00
116,Prime Life Insurance Company Limited,7,1705.00,1700.00,1705.00,678.00,1154400.00,1700.00,5.00
117,Progressive Finance Limited,6,220.00,205.00,220.00,140.00,29060.00,201.00,19.00
118,Prudential Insurance Co. Ltd.,3,772.00,770.00,770.00,380.00,292860.00,775.00,-5.00
119,Purnima Bikas Bank Ltd.,11,209.00,206.00,206.00,537.00,111178.00,205.00,1.00
120,Rastriya Beema Company Limited,8,13464.00,13200.00,13261.00,215.00,2847089.00,13200.00,61.00
121,Rastriya Beema Company Limited Promoter Share,6,13056.00,12800.00,12990.00,150.00,1931010.00,12800.00,190.00
122,Reliance Finance Ltd.,2,141.00,140.00,141.00,265.00,37117.00,138.00,3.00
123,Ridi Hydropower Development Company Ltd.,18,146.00,143.00,145.00,1956.00,282704.00,145.00,0.00
124,RMDC Laghubitta Bittiya Sanstha Ltd.,7,660.00,650.00,654.00,331.00,216857.00,653.00,1.00
125,RSDC Laghubitta Bittiya Sanstha Ltd.,19,1121.00,1102.00,1102.00,341.00,380308.00,1115.00,-13.00
126,Sagarmatha Insurance Co. Ltd.,2,1405.00,1400.00,1405.00,229.00,320920.00,1401.00,4.00
127,Sahayogi Bikas Bank Limited,4,225.00,225.00,225.00,840.00,189000.00,221.00,4.00
128,Samriddhi Finance Company Limited,5,122.00,120.00,120.00,1360.00,163420.00,120.00,0.00
129,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,18,1210.00,1177.00,1210.00,876.00,1041957.00,1188.00,22.00
130,Sanima Bank Limited,170,353.00,347.00,353.00,43451.00,15192933.00,346.00,7.00
131,Sanima Mai Hydropower Ltd.,108,421.00,416.00,419.00,68278.00,28568336.00,420.00,-1.00
132,Saptakoshi Development Bank Ltd.,12,139.00,137.00,139.00,2090.00,288488.00,139.00,0.00
133,Shangrila Development Bank Ltd.,22,191.00,186.00,191.00,2512.00,474332.00,188.00,3.00
134,Shikhar Insurance Co. Ltd.,12,1179.00,1171.00,1179.00,746.00,874524.00,1174.00,5.00
135,Shine Resunga Development Bank Ltd.,1,291.00,291.00,291.00,149.00,43359.00,291.00,0.00
136,Shree Investment Finance Co. Ltd.,5,243.00,235.00,243.00,810.00,194630.00,243.00,0.00
137,Siddhartha Bank Limited,130,378.00,370.00,370.00,34331.00,12892616.00,378.00,-8.00
138,Siddhartha Equity Fund,3,10.09,9.96,9.96,8300.00,83708.00,10.09,-0.13
139,Siddhartha Equity Orineted Scheme,7,12.20,12.00,12.20,63978.00,777403.14,12.06,0.14
140,Siddhartha Insurance Ltd.,9,985.00,975.00,980.00,730.00,714005.00,977.00,3.00
141,Sindhu Bikash Bank Ltd,4,156.00,156.00,156.00,1454.00,226824.00,154.00,2.00
142,Soaltee Hotel Limited,17,276.00,272.00,276.00,3950.00,1078750.00,275.00,1.00
143,Standard Chartered Bank Limited,112,1004.00,988.00,995.00,5301.00,5292897.00,990.00,5.00
144,Summit Laghubitta Bittiya Sanstha Limited,10,1270.00,1250.00,1260.00,940.00,1178250.00,1250.00,10.00
145,Sunrise Bank Limited,39,265.00,260.00,260.00,5859.00,1532022.00,262.00,-2.00
146,Surya Life Insurance Company Limited,15,926.00,918.00,924.00,1128.00,1041444.00,921.00,3.00
147,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,19,1582.00,1520.00,1580.00,791.00,1230962.00,1520.00,60.00
148,Swabalamban Laghubitta Bittiya Sanstha Limited,19,1335.00,1320.00,1325.00,1418.00,1881049.00,1317.00,8.00
149,Swadeshi Laghubitta Bittiya Sanstha Ltd.,2,355.00,349.00,355.00,30.00,10590.00,343.00,12.00
150,Swarojgar Laghu Bitta Bikas Bank Ltd.,10,1660.00,1633.00,1655.00,1420.00,2329100.00,1659.00,-4.00
151,Synergy Power Development Ltd.,7,160.00,154.00,157.00,148.00,23077.00,157.00,0.00
152,Taragaon Regency Hotel Limited,6,310.00,303.00,306.00,1765.00,545660.00,309.00,-3.00
153,Tinau Development Bank Limited,6,218.00,217.00,218.00,1388.00,301993.00,218.00,0.00
154,United Finance Ltd.,3,216.00,212.00,215.00,582.00,123702.00,220.00,-5.00
155,United Insurance Co. (Nepal) Ltd.,11,1155.00,1132.00,1132.00,1184.00,1356580.00,1130.00,2.00
156,United Modi Hydropower Ltd.,18,233.00,222.00,229.00,881.00,202904.00,225.00,4.00
157,Vijaya laghubitta Bittiya Sanstha Ltd.,11,930.00,910.00,927.00,155.00,142154.00,914.00,13.00
