S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agricultural Development Bank Limited,63,340.00,333.00,340.00,9661.00,3250843.00,334.00,6.00
2,Api Power Company Ltd.,22,260.00,252.00,256.00,3028.00,773101.00,253.00,3.00
3,Arambha Microfinance Bittiya Sanstha Ltd.,42,855.00,839.00,840.00,1007.00,847160.00,861.00,-21.00
4,Arun Kabeli Power Ltd.,18,242.00,235.00,240.00,1100.00,264633.00,242.00,-2.00
5,Arun Valley Hydropower Development Co. Ltd.,9,130.00,127.00,130.00,4319.00,553506.00,130.00,0.00
6,Asian Life Insurance Co. Limited,9,602.00,595.00,595.00,729.00,436030.00,595.00,0.00
7,Bank of Kathmandu Ltd.,54,298.00,289.00,297.00,13889.00,4083246.00,289.00,8.00
8,Barun Hydropower Co. Ltd.,5,132.00,130.00,132.00,92.00,12064.00,132.00,0.00
9,Best Finance Company Ltd.,1,99.00,99.00,99.00,10.00,990.00,98.00,1.00
10,Bhargav Bikash Bank Ltd.,11,126.00,120.00,126.00,3180.00,387280.00,120.00,6.00
11,Bottlers Nepal (Terai) Limited,4,6200.00,6131.00,6200.00,100.00,615530.00,6211.00,-11.00
12,Butwal Power Company Limited,50,438.00,431.00,437.00,1002.00,435210.00,434.00,3.00
13,Central Finance Co. Ltd.,7,117.00,115.00,117.00,1202.00,139506.00,117.00,0.00
14,Century Commercial Bank Ltd.,50,172.00,168.00,170.00,13124.00,2236304.00,169.00,1.00
15,Chhimek Laghubitta Bittiya Sanstha Limited,38,903.00,890.00,890.00,3965.00,3544720.00,890.00,0.00
16,Chhyangdi Hydropower Ltd.,3,120.00,120.00,120.00,47.00,5640.00,120.00,0.00
17,Chilime Hydropower Company Limited,25,720.00,711.00,713.00,2143.00,1533936.00,711.00,2.00
18,Citizen Investment Trust,11,2410.00,2400.00,2401.00,310.00,745060.00,2400.00,1.00
19,Citizens Bank International Limited,53,240.00,232.00,236.00,11779.00,2772744.00,235.00,1.00
20,City Express Finance Co. Limited,1,112.00,112.00,112.00,15.00,1680.00,110.00,2.00
21,Civil Bank Ltd,45,150.00,148.00,150.00,34398.00,5145038.00,148.00,2.00
22,Civil Laghubitta Bittiya Sanstha Ltd.,4,655.00,640.00,655.00,80.00,51950.00,652.00,3.00
