S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,36,500.00,489.00,496.00,740.00,367740.00,498.00,-2.00
2,Agricultural Development Bank Limited,85,387.00,381.00,385.00,24698.00,9481016.00,390.00,-5.00
3,Ankhu Khola Jalvidhyut Company Ltd,25,82.00,78.00,81.00,370.00,29390.00,80.00,1.00
4,Api Power Company Ltd.,121,144.00,133.00,139.00,37099.00,5099213.00,139.00,0.00
5,Arambha Microfinance Bittiya Sanstha Ltd.,17,591.00,580.00,590.00,173.00,101610.00,590.00,0.00
6,Arun Kabeli Power Ltd.,54,194.00,180.00,184.00,13329.00,2495587.00,191.00,-7.00
7,Arun Valley Hydropower Development Co. Ltd.,65,114.00,105.00,114.00,24640.00,2692013.00,113.00,1.00
8,Asha Laghubitta Bittiya Sanstha Ltd,123,471.00,464.00,464.00,2100.00,979040.00,471.00,-7.00
9,Asian Life Insurance Co. Limited,59,455.00,435.00,445.00,7985.00,3562770.00,441.00,4.00
10,Bank of Kathmandu Ltd.,78,285.00,280.00,282.00,15151.00,4280666.00,287.00,-5.00
11,Barun Hydropower Co. Ltd.,14,97.00,92.00,94.00,900.00,84700.00,93.00,1.00
12,Best Finance Company Ltd.,1,96.00,96.00,96.00,20.00,1920.00,96.00,0.00
13,Bhargav Bikash Bank Ltd.,8,175.00,170.00,172.00,3275.00,565805.00,169.00,3.00
14,Bottlers Nepal (Terai) Limited,6,6850.00,6725.00,6850.00,190.00,1293080.00,6600.00,250.00
15,Butwal Power Company Limited,73,402.00,382.00,390.00,9805.00,3821838.00,395.00,-5.00
16,Central Finance Co. Ltd.,12,112.00,108.00,109.00,9363.00,1032967.00,111.00,-2.00
17,Century Commercial Bank Ltd.,93,175.00,171.00,173.00,28492.00,4936094.00,174.00,-1.00
18,Chhimek Laghubitta Bittiya Sanstha Limited,125,984.00,950.00,970.00,20244.00,19453728.00,968.00,2.00
19,Chhyangdi Hydropower Ltd.,14,101.00,97.00,100.00,360.00,35742.00,98.00,2.00
20,Chilime Hydropower Company Limited,109,578.00,558.00,577.00,19105.00,10852039.00,573.00,4.00
21,Citizen Investment Trust,39,2550.00,2493.00,2535.00,3915.00,9813027.00,2503.00,32.00
22,Citizens Bank International Limited,92,228.00,224.00,225.00,23973.00,5416098.00,228.00,-3.00
23,Citizens Mutual Fund -1,4,9.66,9.46,9.66,2200.00,21042.00,9.64,0.02
24,City Express Finance Co. Limited,3,96.00,95.00,95.00,1450.00,138250.00,97.00,-2.00
25,Civil Bank Ltd,191,156.00,151.00,156.00,132506.00,20266991.00,155.00,1.00
26,Civil Laghubitta Bittiya Sanstha Ltd.,12,566.00,554.00,556.00,545.00,302355.00,565.00,-9.00
27,Deprosc Laghubitta Bittiya Sanstha Limited,32,738.00,720.00,734.00,5043.00,3668497.00,725.00,9.00
28,Deva Bikas Bank Limited,34,136.00,132.00,134.00,9563.00,1278833.00,134.00,0.00
29,Dibyashwori Hydropower Ltd.,5,80.00,80.00,80.00,92.00,7360.00,80.00,0.00
30,Everest Bank Limited,72,664.00,656.00,656.00,10824.00,7126248.00,665.00,-9.00
31,Everest Insurance Co. Ltd.,42,475.00,468.00,470.00,3580.00,1687850.00,480.00,-10.00
32,Excel Development Bank Ltd.,18,309.00,300.00,300.00,5066.00,1543776.00,315.00,-15.00
33,First Micro Finance Laghubitta Bittiya Sanstha Limited,71,435.00,426.00,432.00,10765.00,4630778.00,438.00,-6.00
34,Forward Microfinance Laghubitta Bittiya Sanstha Limited,12,1563.00,1557.00,1557.00,464.00,723320.00,1588.00,-31.00
35,Gandaki Bikas Bank Limited,35,212.00,207.00,212.00,8723.00,1828543.00,210.00,2.00
36,Garima Bikas Bank Limited,66,222.00,215.00,220.00,14816.00,3242331.00,219.00,1.00
37,Global IME Bank Limited,128,316.00,308.00,313.00,24251.00,7600286.00,313.00,0.00
38,Global IME Laghubitta Bittiya Sanstha Ltd.,6,1200.00,1180.00,1200.00,167.00,199568.00,1196.00,4.00
39,Goodwill Finance Limited,1,119.00,119.00,119.00,20.00,2380.00,119.00,0.00
40,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,48,369.00,358.00,369.00,5134.00,1872630.00,368.00,1.00
41,Green Development Bank Ltd.,1,109.00,109.00,109.00,30.00,3270.00,107.00,2.00
42,Guheshowori Merchant Bank & Finance Co. Ltd.,3,132.00,130.00,132.00,587.00,76822.00,130.00,2.00
43,Gurans Life Insurance Company Ltd.,29,588.00,555.00,577.00,3309.00,1883018.00,566.00,11.00
44,Gurkhas Finance Ltd.,9,112.00,109.00,110.00,8131.00,898049.00,111.00,-1.00
45,Himalayan Bank Limited,66,595.00,576.00,595.00,10775.00,6307260.00,581.00,14.00
46,Himalayan Distillery Limited,13,1479.00,1405.00,1479.00,1272.00,1802226.00,1405.00,74.00
47,Himalayan General Insurance Co. Ltd,43,410.00,400.00,400.00,6200.00,2504039.00,403.00,-3.00
48,Himalayan Power Partner Ltd.,46,187.00,183.00,184.00,2919.00,539866.00,190.00,-6.00
49,Hydorelectricity Investment and Development Company Ltd,55,147.00,141.00,142.00,9996.00,1423061.00,145.00,-3.00
50,ICFC Finance Limited,14,163.00,159.00,162.00,7851.00,1261508.00,163.00,-1.00
51,IME General Insurance Ltd.,17,428.00,420.00,428.00,1689.00,712892.00,428.00,0.00
52,Janata Bank Nepal Ltd.,134,203.00,197.00,202.00,50490.00,10149618.00,200.00,2.00
53,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,8,2099.00,2058.00,2061.00,70.00,144552.00,2100.00,-39.00
54,Jyoti Bikas Bank Limited,40,145.00,141.00,142.00,5470.00,776014.00,145.00,-3.00
55,Kailash Bikas Bank Ltd.,7,235.00,227.00,227.00,1695.00,386595.00,234.00,-7.00
56,Kalika Laghubitta Bittiya Sanstha Ltd,6,728.00,720.00,720.00,460.00,334560.00,742.00,-22.00
57,Kalika power Company Ltd,47,95.00,92.00,92.00,696.00,64364.00,93.00,-1.00
58,Kamana Sewa Bikas Bank Limited,28,150.00,148.00,150.00,4892.00,730661.00,151.00,-1.00
59,Kanchan Development Bank Limited,2,175.00,172.00,175.00,79.00,13648.00,175.00,0.00
60,Kankai Bikas Bank Ltd.,15,127.00,124.00,124.00,7266.00,908822.00,128.00,-4.00
61,Karnali Development Bank Limited,3,98.00,97.00,98.00,172.00,16818.00,98.00,0.00
62,Khanikhola Hydropower Co. Ltd.,6,75.00,74.00,75.00,675.00,50599.00,76.00,-1.00
63,Kisan Lagubitta Bittiya Sanstha Limited,7,827.00,806.00,806.00,230.00,186320.00,827.00,-21.00
64,Kumari Bank Limited,135,228.00,222.00,224.00,31294.00,7037134.00,226.00,-2.00
65,Laxmi Bank Limited,74,232.00,226.00,229.00,14416.00,3315796.00,228.00,1.00
66,Laxmi Equity Fund,4,8.46,8.30,8.31,17600.00,146896.00,8.45,-0.14
67,Laxmi Laghubitta Bittiya Sanstha Ltd.,10,815.00,799.00,815.00,236.00,189208.00,815.00,0.00
68,Laxmi Value Fund-1,1,10.04,10.04,10.04,12000.00,120480.00,10.15,-0.11
69,Life Insurance Corporation (Nepal) Limited,38,1880.00,1856.00,1875.00,3478.00,6502160.00,1875.00,0.00
70,Lumbini Bikas Bank Ltd.,72,199.00,195.00,199.00,21633.00,4244720.00,198.00,1.00
71,Lumbini General Insurance Co. Ltd.,41,530.00,513.00,520.00,7518.00,3917377.00,521.00,-1.00
72,Machhapuchhre Bank Limited,109,270.00,260.00,264.00,34428.00,9109890.00,264.00,0.00
73,Mahalaxmi Bikas Bank Ltd.,21,192.00,186.00,190.00,3912.00,736668.00,190.00,0.00
74,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,6,541.00,511.00,541.00,91.00,47277.00,525.00,16.00
75,Mahuli Laghubitta Bittiya Sanstha Limited,2,1207.00,1206.00,1206.00,20.00,24130.00,1230.00,-24.00
76,Manjushree Finance Ltd.,3,115.00,114.00,114.00,130.00,14850.00,115.00,-1.00
77,Mega  Bank Nepal Ltd.,151,185.00,182.00,184.00,47886.00,8825359.00,187.00,-3.00
78,Mero Microfinance Bittiya Sanstha Ltd.,12,666.00,648.00,648.00,365.00,238304.00,670.00,-22.00
79,Mirmire Microfinance Development Bank Ltd.,1,982.00,982.00,982.00,10.00,9820.00,968.00,14.00
80,Miteri Development Bank Limited,4,260.00,257.00,257.00,652.00,168114.00,265.00,-8.00
81,Mithila LaghuBitta Bittiya Sanstha Limited,1,492.00,492.00,492.00,90.00,44280.00,502.00,-10.00
82,Mountain Hydro Nepal Limited,11,92.00,88.00,92.00,330.00,30020.00,89.00,3.00
83,Muktinath Bikas Bank Ltd.,59,390.00,383.00,390.00,11073.00,4288080.00,389.00,1.00
84,Multipurpose Finance Company  Limited,2,150.00,150.00,150.00,420.00,63000.00,148.00,2.00
85,Nabil Bank Limited,68,855.00,845.00,847.00,6201.00,5263300.00,856.00,-9.00
86,NABIL Bank Limited Promotor Share,40,838.00,824.00,829.00,13725.00,11412350.00,834.00,-5.00
