S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Agricultural Development Bank Limited,82,1002.00,983.00,999.00,16862.00,16755667.00,983.00,16.00
2,Alpine Development Bank Limited,1,451.00,451.00,451.00,250.00,112750.00,460.00,-9.00
3,Api Power Company Ltd.,76,738.00,690.00,700.00,5425.00,3835003.00,697.00,3.00
4,Araniko Development Bank Limited,33,443.00,430.00,435.00,6776.00,2955822.00,435.00,0.00
5,Arun Valley Hydropower Development Co. Ltd.,24,343.00,335.00,343.00,4138.00,1401841.00,340.00,3.00
6,Asian Life Insurance Co. Limited,14,1750.00,1711.00,1740.00,2183.00,3797686.00,1745.00,-5.00
7,Barun Hydropower Co. Ltd.,12,446.00,430.00,440.00,210.00,91760.00,427.00,13.00
8,Bhargav Bikash Bank Ltd.,1,568.00,568.00,568.00,50.00,28400.00,566.00,2.00
9,Bottlers Nepal (Terai) Limited,6,6412.00,5946.00,6384.00,130.00,819790.00,5830.00,554.00
10,Butwal Power Company Limited,15,877.00,850.00,877.00,2749.00,2360117.00,862.00,15.00
11,Century Commercial Bank Ltd.,118,445.00,430.00,445.00,26865.00,11786466.00,424.00,21.00
12,Chhimek Laghubitta Bittiya Sanstha Limited,14,2120.00,2097.00,2120.00,1715.00,3609315.00,2100.00,20.00
13,Chilime Hydropower Company Limited,96,1331.00,1222.00,1320.00,71011.00,87840181.00,1239.00,81.00
14,Citizen Investment Trust,14,4869.00,4840.00,4860.00,1154.00,5597014.00,4870.00,-10.00
15,Citizens Bank Internatioal Limited Promoter Share,1,325.00,325.00,325.00,16836.00,5471700.00,323.00,2.00
16,Citizens Bank International Limited,494,780.00,752.00,769.00,105594.00,80707069.00,745.00,24.00
17,Civil Laghubitta Bittiya Sanstha Ltd.,17,1216.00,1150.00,1216.00,2230.00,2616570.00,1170.00,46.00
18,Deprosc Laghubitta Bittiya Sanstha Limited,15,3030.00,2976.00,3025.00,1299.00,3898060.00,3024.00,1.00
19,Deva Bikas Bank Limited,53,382.00,365.00,382.00,18588.00,6920150.00,367.00,15.00
20,Everest Bank Limited,84,3333.00,3300.00,3319.00,9259.00,30679427.00,3290.00,29.00
21,Everest Bank Limited Con. Pref.,3,1860.00,1830.00,1860.00,350.00,645500.00,1803.00,57.00
