S.N.,Traded Companies,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
1,Ace Development Bank Ltd.,38,430.00,418.00,425.00,13173.00,5617877.00,421.00,4.00
2,Agricultural Development Bank Limited,104,865.00,814.00,833.00,28713.00,24282672.00,844.00,-11.00
3,Alpine Development Bank Limited,10,480.00,465.00,469.00,1420.00,673050.00,473.00,-4.00
4,Api Power Company Ltd.,66,855.00,809.00,830.00,5299.00,4439086.00,825.00,5.00
5,Araniko Development Bank Limited,28,380.00,370.00,375.00,4772.00,1791910.00,373.00,2.00
6,Arun Valley Hydropower Development Co. Ltd.,35,429.00,413.00,415.00,13166.00,5493523.00,421.00,-6.00
7,Asian Life Insurance Co. Limited,44,1886.00,1715.00,1886.00,7605.00,14059544.00,1715.00,171.00
8,Barun Hydropower Co. Ltd.,6,499.00,481.00,499.00,60.00,29400.00,500.00,-1.00
9,Bhargav Bikash Bank Ltd.,8,576.00,560.00,576.00,903.00,508220.00,550.00,26.00
10,Bottlers Nepal (Terai) Limited,5,7181.00,6659.00,7181.00,50.00,346240.00,6529.00,652.00
11,Butwal Power Company Limited,24,920.00,870.00,920.00,7334.00,6533028.00,875.00,45.00
12,Century Commercial Bank Ltd.,260,500.00,489.00,492.00,60030.00,29662540.00,484.00,8.00
13,Chhimek Laghubitta Bittiya Sanstha Limited,148,2035.00,1855.00,2000.00,20355.00,40436860.00,2061.00,-61.00
14,Chilime Hydropower Company Limited,48,1440.00,1399.00,1410.00,8608.00,12102430.00,1420.00,-10.00
15,Citizen Investment Trust,3,5222.00,5120.00,5222.00,350.00,1815400.00,5210.00,12.00
16,Citizens Bank International Limited,150,758.00,720.00,745.00,39551.00,29305764.00,708.00,37.00
17,Civil Laghubitta Bittiya Sanstha Ltd.,100,1406.00,1291.00,1350.00,7632.00,10330640.00,1434.00,-84.00
18,Cosmos Development Bank Ltd.,8,465.00,431.00,465.00,1212.00,554665.00,423.00,42.00
19,Deprosc Laghubitta Bittiya Sanstha Limited,68,2975.00,2815.00,2901.00,9595.00,27961563.00,2988.00,-87.00
20,Deva Bikas Bank Limited,27,335.00,322.00,329.00,10481.00,3437757.00,329.00,0.00
21,Everest Bank Limited,69,3450.00,3400.00,3406.00,13749.00,47001063.00,3400.00,6.00
22,Everest Bank Limited Con. Pref.,4,1975.00,1910.00,1910.00,310.00,595750.00,1940.00,-30.00
23,Everest Insurance Co. Ltd.,44,1971.00,1730.00,1971.00,8312.00,15817868.00,1792.00,179.00
24,Excel Development Bank Ltd.,10,720.00,712.00,712.00,1158.00,827820.00,712.00,0.00
25,First Micro Finance Laghubitta Bittiya Sanstha Limited,73,1965.00,1800.00,1940.00,14289.00,26888655.00,1875.00,65.00
26,Gandaki Bikas Bank Limited,99,600.00,555.00,600.00,26973.00,15604794.00,550.00,50.00
27,Gandaki Bikas BankLimited,14,468.00,450.00,460.00,2433.00,1127230.00,450.00,10.00
28,Global IME Bank Limited,291,550.00,530.00,546.00,90982.00,49473459.00,533.00,13.00
29,Global IME Samunnat Scheme-1,7,12.19,11.85,12.02,150000.00,1787750.00,11.95,0.07
