"Symbol","Date","Open","High","Low","Close","Percent Change","Volume","Turn Over"
"HYDROPOWER","2026-01-14","3379.32","3398.25","3368.13","3382.09","0.08 %","2,943,946,897.72","-"
"HYDROPOWER","2026-01-13","3340.88","3379.61","3335.84","3379.49","1.02 %","3,491,748,383.20","-"
"HYDROPOWER","2026-01-12","3356.88","3359.28","3323.77","3345.25","-0.11 %","2,396,095,839.20","-"
"HYDROPOWER","2026-01-08","3337.32","3350.33","3321.15","3349.06","0.32 %","2,197,966,847.40","-"
"HYDROPOWER","2026-01-07","3367.92","3370.11","3324.85","3338.35","-0.80 %","1,847,726,902.18","-"
"HYDROPOWER","2026-01-06","3354.71","3386.39","3353.05","3365.15","0.14 %","2,691,937,986.30","-"
"HYDROPOWER","2026-01-05","3311.47","3360.75","3307.36","3360.38","1.44 %","2,354,401,047.00","-"
"HYDROPOWER","2026-01-04","3324.66","3324.66","3304.06","3312.57","-0.50 %","1,659,679,677.70","-"
"HYDROPOWER","2026-01-01","3334.09","3345.91","3318.47","3329.15","-0.31 %","1,772,221,382.50","-"
"HYDROPOWER","2025-12-31","3336.56","3361.72","3330.81","3339.43","0.23 %","2,171,029,452.70","-"
"HYDROPOWER","2025-12-29","3360.48","3366.47","3320.16","3331.65","-0.78 %","1,743,670,404.62","-"
"HYDROPOWER","2025-12-28","3294.87","3358.2","3293","3357.97","1.97 %","2,334,976,827.90","-"
"HYDROPOWER","2025-12-24","3300.78","3314.76","3286.01","3292.94","-0.29 %","1,294,522,870.10","-"
"HYDROPOWER","2025-12-23","3293.13","3302.74","3274.05","3302.68","0.30 %","1,237,612,390.10","-"
"HYDROPOWER","2025-12-22","3317.26","3317.26","3286.8","3292.9","-0.66 %","1,419,719,382.94","-"
"HYDROPOWER","2025-12-21","3341.47","3342.31","3303.77","3314.79","-0.87 %","1,773,517,787.10","-"
"HYDROPOWER","2025-12-18","3363.03","3367.25","3337.45","3343.72","-0.56 %","2,019,266,342.50","-"
"HYDROPOWER","2025-12-17","3353.64","3372.7","3351.61","3362.51","0.14 %","1,675,818,675.00","-"
"HYDROPOWER","2025-12-16","3326.98","3357.97","3321.75","3357.92","0.78 %","1,354,413,878.30","-"
"HYDROPOWER","2025-12-15","3326.69","3336.54","3315.12","3332.07","0.07 %","1,283,221,373.00","-"
"HYDROPOWER","2025-12-14","3357.11","3367.01","3319.47","3329.78","-0.93 %","1,542,027,923.31","-"
"HYDROPOWER","2025-12-11","3369.46","3379.89","3355.15","3361.16","-0.37 %","1,549,971,319.70","-"
"HYDROPOWER","2025-12-10","3394.02","3400.01","3366.27","3373.55","-0.67 %","1,579,010,395.00","-"
"HYDROPOWER","2025-12-09","3369.51","3396.24","3359.47","3396.24","0.85 %","1,772,634,082.80","-"
"HYDROPOWER","2025-12-08","3366.1","3376.5","3344.28","3367.76","0.13 %","2,234,205,647.40","-"
"HYDROPOWER","2025-12-07","3403.21","3403.44","3355.22","3363.48","-1.23 %","2,136,072,161.50","-"
"HYDROPOWER","2025-12-03","3432.55","3442.58","3395.19","3405.27","-0.50 %","2,274,601,007.90","-"
"HYDROPOWER","2025-12-02","3397.64","3430.36","3386.13","3422.39","0.70 %","2,482,485,482.40","-"
"HYDROPOWER","2025-12-01","3394.63","3408.35","3373.22","3398.5","0.23 %","1,868,912,395.80","-"
"HYDROPOWER","2025-11-30","3437.87","3449.57","3386.1","3390.75","-1.31 %","3,002,195,282.70","-"
"HYDROPOWER","2025-11-27","3432.35","3442.87","3420.28","3435.92","0.02 %","2,588,858,270.30","-"
"HYDROPOWER","2025-11-26","3435.64","3446.2","3411.32","3435.32","0.29 %","2,458,422,748.80","-"
"HYDROPOWER","2025-11-25","3423.45","3434.79","3399.28","3425.46","0.19 %","2,432,643,080.00","-"
"HYDROPOWER","2025-11-24","3392.94","3426.04","3390.05","3418.88","0.80 %","2,500,473,508.60","-"
"HYDROPOWER","2025-11-23","3347.23","3397.13","3337.85","3391.59","1.33 %","2,894,038,983.20","-"
"HYDROPOWER","2025-11-20","3340.66","3365.14","3320.3","3347.03","0.10 %","2,624,929,875.40","-"
"HYDROPOWER","2025-11-19","3354.35","3362.03","3322.29","3343.71","-0.14 %","2,064,107,594.80","-"
"HYDROPOWER","2025-11-18","3316.94","3360.27","3311.28","3348.46","0.94 %","2,098,076,475.90","-"
"HYDROPOWER","2025-11-17","3291.32","3317.88","3275.22","3317.43","0.88 %","1,911,657,504.60","-"
