"Symbol","Date","Open","High","Low","Close","Percent Change","Volume","Turn Over"
"NONLIFEINSU","2026-01-14","10923.83","10963.93","10871.3","10949.02","0.39 %","90,220,363.70","-"
"NONLIFEINSU","2026-01-13","10915.57","10959.36","10872.92","10906.59","0.08 %","79,788,773.00","-"
"NONLIFEINSU","2026-01-12","10914.03","10958.35","10870.02","10898.34","-0.14 %","75,882,994.80","-"
"NONLIFEINSU","2026-01-08","10884.72","10918.56","10848.21","10914.03","0.27 %","54,723,072.60","-"
"NONLIFEINSU","2026-01-07","10950.43","10984.4","10863.06","10884.72","-0.60 %","74,264,632.20","-"
"NONLIFEINSU","2026-01-06","10954.29","11054.81","10934.2","10950.42","0.07 %","81,816,914.40","-"
"NONLIFEINSU","2026-01-05","10879.21","10942.25","10833.53","10942.25","0.58 %","135,560,985.70","-"
"NONLIFEINSU","2026-01-04","10952.48","10963.64","10815.83","10879.21","-0.86 %","72,744,974.70","-"
"NONLIFEINSU","2026-01-01","10996.16","11021.25","10913.84","10973.65","-0.19 %","137,349,097.90","-"
"NONLIFEINSU","2025-12-31","10944.24","11031.95","10929.36","10994.86","0.38 %","86,144,224.70","-"
"NONLIFEINSU","2025-12-29","10997.88","11059.71","10912.13","10953.56","-0.23 %","121,771,754.30","-"
"NONLIFEINSU","2025-12-28","10794.83","10981.09","10787.18","10978.68","1.70 %","116,229,937.80","-"
"NONLIFEINSU","2025-12-24","10701.32","10798.97","10646.43","10794.83","0.87 %","63,961,439.60","-"
"NONLIFEINSU","2025-12-23","10718.78","10723.19","10621.16","10701.32","-0.16 %","50,729,595.80","-"
"NONLIFEINSU","2025-12-22","10766.04","10766.04","10655.15","10718.77","-0.45 %","49,835,080.60","-"
"NONLIFEINSU","2025-12-21","10863.37","10863.36","10721.26","10767.72","-0.80 %","81,766,208.20","-"
"NONLIFEINSU","2025-12-18","10857.36","10860.66","10770.02","10854.91","0.22 %","85,003,247.60","-"
"NONLIFEINSU","2025-12-17","10884.89","10943.77","10768.28","10830.81","-0.37 %","64,582,803.60","-"
"NONLIFEINSU","2025-12-16","10789.96","10876.3","10743.77","10871.22","0.88 %","34,408,901.30","-"
"NONLIFEINSU","2025-12-15","10766.07","10799.21","10723.53","10776.29","0.09 %","58,945,140.10","-"
"NONLIFEINSU","2025-12-14","10823.27","10925.2","10739.68","10766.07","-0.34 %","81,719,291.50","-"
"NONLIFEINSU","2025-12-11","10820.79","10846.16","10717.27","10802.52","-0.17 %","57,985,976.50","-"
"NONLIFEINSU","2025-12-10","10859.39","10873.36","10748.09","10820.79","-0.36 %","67,758,772.70","-"
"NONLIFEINSU","2025-12-09","10889.24","10920.48","10807.57","10859.38","-0.18 %","63,307,742.10","-"
"NONLIFEINSU","2025-12-08","10872.52","10912.42","10802.63","10878.89","0.06 %","80,090,666.90","-"
"NONLIFEINSU","2025-12-07","10984.72","10984.72","10797.11","10872.52","-0.93 %","76,126,933.60","-"
"NONLIFEINSU","2025-12-03","11077.54","11082.8","10896.66","10974.64","-0.73 %","103,758,092.10","-"
"NONLIFEINSU","2025-12-02","11026.01","11113.3","10989.23","11055.42","0.27 %","79,995,900.30","-"
"NONLIFEINSU","2025-12-01","11026.7","11102.74","10920.96","11026","-0.01 %","85,149,320.10","-"
"NONLIFEINSU","2025-11-30","11103.43","11233.98","11007.25","11026.69","-0.69 %","165,384,058.80","-"
"NONLIFEINSU","2025-11-27","11092.21","11156.61","11035.31","11103.43","0.10 %","90,721,270.00","-"
"NONLIFEINSU","2025-11-26","11129.71","11138.32","11029.86","11092.21","-0.34 %","117,488,443.00","-"
"NONLIFEINSU","2025-11-25","11078","11129.71","10933.22","11129.71","0.65 %","155,824,285.70","-"
"NONLIFEINSU","2025-11-24","10736.39","11057.58","10736.39","11057.54","2.99 %","222,655,336.30","-"
"NONLIFEINSU","2025-11-23","10526.69","10753.74","10503.05","10736.39","1.99 %","116,929,612.40","-"
"NONLIFEINSU","2025-11-20","10559.42","10575.14","10498.72","10526.69","-0.31 %","59,990,261.80","-"
"NONLIFEINSU","2025-11-19","10620.75","10643.33","10517.01","10559.42","-0.58 %","55,199,902.60","-"
"NONLIFEINSU","2025-11-18","10531.56","10653.54","10509.06","10620.75","0.85 %","100,524,381.90","-"
"NONLIFEINSU","2025-11-17","10541.67","10559.07","10436.22","10531.55","-0.10 %","68,397,745.80","-"
"NONLIFEINSU","2025-11-16","10593.72","10623.82","10456.56","10541.6","-0.49 %","66,205,048.70","-"
"NONLIFEINSU","2025-11-13","10621.93","10630.43","10465.44","10593.72","-0.27 %","53,992,907.20","-"
"NONLIFEINSU","2025-11-12","10681.29","10747.07","10526.37","10622.59","-0.55 %","79,298,650.70","-"
"NONLIFEINSU","2025-11-11","10617.54","10681.28","10573.64","10681.28","0.50 %","47,889,070.00","-"
"NONLIFEINSU","2025-11-10","10661.07","10695.44","10597.42","10627.65","-0.41 %","59,842,258.80","-"
"NONLIFEINSU","2025-11-09","10816.34","10835.91","10616.11","10671.64","-1.34 %","86,147,326.90","-"
"NONLIFEINSU","2025-11-06","10925.29","11032.33","10768.59","10816.33","-1.00 %","129,320,608.90","-"
"NONLIFEINSU","2025-11-05","10911.65","10925.28","10759.96","10925.28","0.21 %","70,742,716.20","-"
"NONLIFEINSU","2025-11-04","11031.95","11070.26","10815.28","10901.89","-1.21 %","132,105,632.90","-"
"NONLIFEINSU","2025-11-03","11036.82","11203.18","10940.05","11035.69","-0.01 %","124,849,991.70","-"
"NONLIFEINSU","2025-11-02","10878.32","11041.42","10808.86","11036.82","1.34 %","207,423,962.50","-"
"NONLIFEINSU","2025-10-30","10703","10891.08","10566.19","10891.08","1.76 %","125,774,930.80","-"
"NONLIFEINSU","2025-10-29","10700.49","10842.69","10616.83","10703","-0.20 %","83,549,292.60","-"
"NONLIFEINSU","2025-10-28","10457.61","10765.72","10434.24","10724.24","2.55 %","78,432,246.70","-"
"NONLIFEINSU","2025-10-26","10448.67","10475.95","10302.54","10457.6","0.09 %","41,410,423.70","-"
"NONLIFEINSU","2025-10-19","10495.53","10495.53","10377.64","10448.66","-0.34 %","79,040,472.50","-"
"NONLIFEINSU","2025-10-16","10530.33","10568.11","10386.99","10484.79","-0.53 %","82,622,428.40","-"
"NONLIFEINSU","2025-10-15","10610.35","10610.35","10501.45","10540.9","-0.65 %","118,942,382.80","-"
"NONLIFEINSU","2025-10-14","10718.35","10770.63","10557.64","10610.35","-1.10 %","120,007,456.70","-"
"NONLIFEINSU","2025-10-13","10583.42","10734.98","10470.92","10728.81","1.44 %","276,929,307.40","-"
"NONLIFEINSU","2025-10-12","10827.67","10836.26","10418.07","10576.39","-2.32 %","577,151,429.40","-"
"NONLIFEINSU","2025-10-09","10802.76","11208.31","10757.05","10827.67","0.94 %","122,164,250.50","-"
"NONLIFEINSU","2025-10-08","10953.5","11000.55","10574.33","10727.27","-2.07 %","127,047,558.00","-"
"NONLIFEINSU","2025-10-07","11162.15","11172.83","10905.78","10953.49","-2.05 %","96,396,749.00","-"
"NONLIFEINSU","2025-09-28","11145.97","11182.69","11072.68","11182.69","0.33 %","64,229,992.90","-"
"NONLIFEINSU","2025-09-25","11170.63","11170.63","11009.36","11145.96","-0.40 %","93,127,410.30","-"
"NONLIFEINSU","2025-09-24","11354.72","11379.09","11161.61","11190.41","-1.45 %","73,405,746.90","-"
"NONLIFEINSU","2025-09-23","10972.46","11361.15","10947.71","11354.72","3.48 %","166,673,917.10","-"
"NONLIFEINSU","2025-09-21","11314.85","11314.85","10483.46","10972.45","-4.03 %","429,059,182.40","-"
"NONLIFEINSU","2025-09-18","11962.76","11962.76","11431.36","11432.68","-5.43 %","7,800,539.40","-"
"NONLIFEINSU","2025-09-08","12231.77","12260.67","12063.49","12088.74","-1.26 %","111,041,232.40","-"
"NONLIFEINSU","2025-09-07","12266.46","12328.16","12201.82","12243.59","-0.19 %","150,477,619.00","-"
"NONLIFEINSU","2025-09-04","12254.97","12345.51","12210.42","12266.45","-0.11 %","122,717,106.73","-"
"NONLIFEINSU","2025-09-03","12329.02","12401.84","12279.7","12279.72","-0.40 %","106,996,276.60","-"
"NONLIFEINSU","2025-09-02","12413.5","12469.47","12315.94","12329.01","-0.71 %","92,973,222.10","-"
"NONLIFEINSU","2025-09-01","12379.74","12457.38","12324.86","12416.93","0.30 %","98,046,016.70","-"
"NONLIFEINSU","2025-08-31","12522.18","12561.44","12367.88","12379.73","-1.14 %","150,187,004.60","-"
"NONLIFEINSU","2025-08-28","12519.74","12639.98","12459.18","12522.18","0.02 %","322,422,064.10","-"
"NONLIFEINSU","2025-08-27","12300.1","12535.32","12297.26","12519.74","1.68 %","149,098,666.40","-"
