"Symbol","Date","Open","High","Low","Close","Percent Change","Volume","Turn Over"
"BANKING","2011-03-20","334.89","334.89","334.89","334.89","-0.24 %","0.00","-"
"BANKING","2011-03-25","330.89","330.89","330.89","330.89","-0.18 %","0.00","-"
"BANKING","2011-03-27","323.45","323.45","323.45","323.45","-2.25 %","0.00","-"
"BANKING","2011-03-28","313.33","313.33","313.33","313.33","-3.13 %","0.00","-"
"BANKING","2011-03-29","305.45","305.45","305.45","305.45","-2.51 %","0.00","-"
"BANKING","2011-03-30","305.09","305.09","305.09","305.09","-0.12 %","0.00","-"
"BANKING","2011-03-31","314.11","314.11","314.11","314.11","2.94 %","0.00","-"
"BANKING","2011-04-04","313.98","313.98","313.98","313.98","-0.04 %","0.00","-"
"BANKING","2011-04-05","311.95","311.95","311.95","311.95","-0.65 %","0.00","-"
"BANKING","2011-04-06","312.05","312.05","312.05","312.05","0.03 %","0.00","-"
"BANKING","2011-04-07","314.01","314.01","314.01","314.01","0.63 %","0.00","-"
"BANKING","2011-04-10","315.67","315.67","315.67","315.67","0.47 %","0.00","-"
"BANKING","2011-04-11","313.97","313.97","313.97","313.97","-0.54 %","0.00","-"
"BANKING","2011-04-13","322.75","322.75","322.75","322.75","2.80 %","0.00","-"
"BANKING","2011-04-17","312.91","312.91","312.91","312.91","-3.05 %","0.00","-"
"BANKING","2011-04-18","309.91","309.91","309.91","309.91","-0.96 %","0.00","-"
"BANKING","2011-04-19","307.73","307.73","307.73","307.73","-0.70 %","0.00","-"
"BANKING","2011-04-20","304.88","304.88","304.88","304.88","-0.93 %","0.00","-"
"BANKING","2011-04-21","302.51","302.51","302.51","302.51","-0.77 %","0.00","-"
"BANKING","2011-04-25","300.09","300.09","300.09","300.09","-0.80 %","0.00","-"
"BANKING","2011-04-26","298.79","298.79","298.79","298.79","-0.43 %","0.00","-"
"BANKING","2011-04-27","299.26","299.26","299.26","299.26","0.16 %","0.00","-"
"BANKING","2011-04-28","296.87","296.87","296.87","296.87","-0.80 %","0.00","-"
"BANKING","2011-05-02","293.75","293.75","293.75","293.75","-1.05 %","0.00","-"
"BANKING","2011-05-03","290.05","290.05","290.05","290.05","-1.26 %","0.00","-"
"BANKING","2011-05-04","287.08","287.08","287.08","287.08","-1.03 %","0.00","-"
"BANKING","2011-05-05","289.63","289.63","289.63","289.63","0.89 %","0.00","-"
"BANKING","2011-05-08","290.49","290.49","290.49","290.49","0.30 %","0.00","-"
"BANKING","2011-05-09","291.07","291.07","291.07","291.07","0.20 %","0.00","-"
