Date,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
2014-05-27,6.0,0.0,0.0,55.0,85000.0,4755000.0,0.0,0.0
2014-07-16,3.0,0.0,0.0,51.0,165000.0,8375000.0,100.0,-100.0
